1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
,, 12860,, 7317,,,,,, 8054, 701,, 5007, 4906,,, 2802, 308,,, 5260,,, 14575,,,, 9894, 8985, 5082, 7408, 848,, 13536, 12408,,,, 3535, 815,, 9926, 9128,,,,, 3074, 12729,,,, 3817,,, 2603, 1771,, 7841, 7923, 2859,,,, 13828, 1963, 5846,,, 9099, 2510,,,,,,,, 3715,,, 10091, 4713, 3033,,,,, 10514, 973, 6502, 5698,,, 3924, 5518, 4669, 13194, 7253,,, 9983, 8150, 2113, 2794, 8354,,, 1738, 1170, 10869, 1154
,, 12861,, 7318,,,,,, 8076, 724,, 5008, 4907,,, 2803, 309,,, 5261,,, 15101,,,, 9895, 9005, 5103, 7409, 1269,, 13537, 12409,,,, 3536, 816,, 9927, 9129,,,,, 3075, 12730,,,, 3818,,, 2604, 1772,, 7842, 7924, 2882,,,, 13829, 1964, 5847,,, 9100, 2511,,,,,,,, 3716,,, 10108, 4714, 3034,,,,, 10515, 974, 6503, 5717,,, 3925, 5519, 4670, 13195, 7254,,, 10004, 8151, 2136, 2795, 8355,,, 1739, 1191, 10870, 1155
,, 12862,, 7337,,,,,, 8077, 725,, 5009, 4908,,, 2804, 328,,, 5280,,, 15102,,,, 9896, 9006, 5104, 7410, 1270,, 13554, 12410,,,, 3537, 817,, 9928, 9150,,,,, 3076, 12731,,,, 3838,,, 2605, 1773,, 7843, 7944, 2883,,,, 13830, 1965, 5866,,, 9125, 2512,,,,,,,, 3717,,, 10109, 4715, 3035,,,,, 10516, 995, 6504, 5718,,, 3926, 5520, 4691, 13196, 7277,,, 10005, 8152, 2137, 2796, 8356,,, 1740, 1192, 10871, 1178
,, 12882,, 7338,,,,,, 8078, 726,, 5010, 4930,,, 2805, 329,,, 5281,,, 15103,,,, 9897, 9007, 5105, 7411, 1294,, 13555, 12429,,,, 3538, 818,, 9929, 9151,,,,, 3077, 12732,,,, 3839,,, 2606, 1774,, 7844, 7945, 2884,,,, 13831, 1984, 5867,,, 9574, 2513,,,,,,,, 3718,,, 10110, 4738, 3036,,,,, 10537, 996, 6524, 5719,,, 3927, 5521, 4692, 13197, 7278,,, 10006, 8153, 2138, 2797, 8357,,, 1741, 1193, 10888, 1179
,, 12883,, 7339,,,,,, 8079, 1172,, 5011, 4931,,, 2825, 330,,, 5282,,, 15126,,,, 9898, 9008, 5106, 7431, 1295,, 13556, 12430,,,, 3556, 819,, 9930, 9152,,,,, 3078, 12733,,,, 3840,,, 2607, 1796,, 7862, 7946, 2907,,,, 13854, 1985, 5868,,, 9576, 2532,,,,,,,, 3737,,, 10111, 4739, 3037,,,,, 10538, 997, 6525, 5720,,, 3928, 5522, 4693, 13198, 7279,,, 10007, 8154, 2139, 2798, 8378,,, 1742, 1194, 10889, 1204
,, 12884,, 7340,,,,,, 8101, 1173,, 5012, 4932,,, 2826, 331,,, 5283,,, 15127,,,, 9917, 9009, 5107, 7432, 1296,, 13557, 12431,,,, 3557, 837,, 9949, 9153,,,,, 3094, 12734,,,, 3841,,, 2608, 1797,, 7863, 7947, 2908,,,, 13855, 1986, 5869,,, 9597, 2533,,,,,,,, 3738,,, 10112, 4740, 3059,,,,, 10539, 998, 6526, 5721,,, 3929, 5523, 4694, 13217, 7301,,, 10008, 8173, 2161, 2799, 8379,,, 1762, 1195, 10890, 1628
,, 12885,, 7362,,,,,, 8102, 1174,, 5032, 4933,,, 2827, 332,,, 5284,,, 15128,,,, 9918, 9010, 5129, 7433, 1318,, 13558, 12432,,,, 3558, 838,, 9950, 9154,,,,, 3095, 12735,,,, 3842,,, 2628, 2245,, 7864, 7948, 2909,,,, 13856, 1987, 5870,,, 9598, 2534,,,,,,,, 3739,,, 10113, 4763, 3060,,,,, 10540, 999, 6527, 5722,,, 3930, 5542, 4695, 13218, 7302,,, 10029, 8174, 2162, 2820, 8380,,, 1763, 1214, 10891, 1629
,, 12886,, 7363,,,,,, 8103, 1175,, 5033, 4934,,, 2828, 333,,, 5285,,, 15129,,,, 9919, 9011, 5130, 7434, 1319,, 13559, 12433,,,, 3559, 839,, 9951, 9175,,,,, 3096, 12753,,,, 3843,,, 2629, 2246,, 7865, 7949, 2932,,,, 13880, 1988, 5871,,, 9599, 2535,,,,,,,, 3740,,, 10114, 4764, 3061,,,,, 11091, 10947, 6528, 5723,,, 3949, 5543, 4716, 13219, 7303,,, 10030, 8175, 2163, 2821, 8404,,, 1764, 1215, 10892, 1630
,, 13409,, 7364,,,,,, 8104, 1176,, 5034, 4955,,, 2829, 334,,, 5782,,, 15151,,,, 9920, 9029, 5131, 7435, 1320,, 13560, 12434,,,, 3560, 840,, 9952, 9176,,,,, 3097, 12754,,,, 3863,,, 2630, 2247,, 7866, 8446, 2933,,,, 13881, 1989, 5872,,, 9600, 2536,,,,,,,, 3741,,, 10133, 4788, 3062,,,,, 11115, 10971, 6529, 5724,,, 3950, 5544, 4717, 13220, 7326,,, 10031, 8176, 2164, 2822, 8879,,, 1765, 1216, 10893, 1651
,, 13410,, 7365,,,,,, 8601, 1196,, 5035, 4956,,, 2830, 355,,, 5783,,, 15152,,,, 9921, 9030, 5629, 7436, 1321,, 13561, 12454,,,, 3561, 841,, 9953, 9177,,,,, 3098, 12755,,,, 3864,,, 2631, 2248,, 7867, 8470, ,,,, 14404, 2009, 5890,,, 9601, 2537,,,,,,,, 3742,,, 10134, 4789, 3084,,,,, 11116, 10972, 6530, 5725,,, 3951, 5545, 4718, 13221, ,,, 10032, 8177, 2185, 2823, 8880,,, 1766, 1217, 10894, 1652
,, 13432,, 7388,,,,,, 8602, 1197,, 5036, 4957,,, 2850, 356,,, 5806,,, 15175,,,, 9922, 9031, 5630, 7456, 1322,, 13581, 12455,,,, 3562, 842,, 9954, 9178,,,,, 3099, 12756,,,, 3865,,, 2632, 2270,, 7868, 8471,,,,, 14429, 2010, 5891,,, 9621, 2538,,,,,,,, 3743,,, 10135, 5264, 3085,,,,, 11139, 10996, 6549, 5742,,, 3952, 5546, 4719, 13222,,,, 10033, 8178, 2186, 2824, 8881,,, 1767, 1218, 10895, 1653
,, 13433,, 7389,,,,,, 8603, 1198,, 5037, 4958,,, 2851, 357,,, 5807,,, ,,,, 9923, 9032, 5654, 7457, 1343,, 13582, 12456,,,, 3563, 843,, 9955, 9179,,,,, 3100, 12757,,,, 3866,,, 2633, 2271,, 7869, 8472,,,,, 14430, 2011, 5892,,, 9622, 2558,,,,,,,, 3763,,, 10136, 5289, 3086,,,,, 11140, 10997, 6550, 5743,,, 3953, 5547, 4720, 13223,,,, 10055, 8179, 2187, 2845, 8882,,, 1788, 1219, 10896, 1654
,, 13434,, 7390,,,,,, 8626, 1199,, 5038, 4959,,, 2852, 733,,, 5808,,,,,,, 9943, 9033, 5655, 7458, 1344,, 13583, 12457,,,, 3581, 844,, 9974, 9200,,,,, 3101, 12758,,,, 3867,,, 2655, 2272,, 7887, 8473,,,,, 14431, 2012, 5893,,, 9623, 2559,,,,,,,, 3764,,, 10137, 5290, 3087,,,,, 11163, 11471, 6551, 5744,,, 3954, 5567, 4741, 13224,,,, 10056, 8180, 2188, 2846, 8883,,, 1789, 1220, 10913, 1655
,, 13435,, 7414,,,,,, 8627, 1200,, 5058, 4980,,, 2853, 751,,, 5809,,,,,,, 9944, 9034, 5678, 7459, 1345,, 13584, 12458,,,, 3582, 864,, 9975, 9703,,,,, 3102, 12759,,,, 3868,,, 3202, 2273,, 7888, 8495,,,,, 14453, 2013, 5896,,, 9624, 2560,,,,,,,, 4188,,, 10161, 5312, 3610,,,,, 11164, 11472, 6552, 5745,,, 3975, 5568, 4742, 13242,,,, 10057, 8199, 2189, 2847, 8902,,, 1790, 1238, 10914, 1676
,, 13436,, 7415,,,,,, 8628, 1201,, 5059, 4981,,, 2854, 752,,, 5810,,,,,,, 9945, 9035, 5679, 7460, 1346,, 13585, 12480,,,, 3583, 865,, 9976, 9726,,,,, 3103, 12778,,,, 3888,,, 3203, 2274,, 7889, 8496,,,,, 14454, 2014, 5897,,, 9625, 2561,,,,,,,, 4189,,, 10162, 5313, 3611,,,,, 11165, 11473, 6553, 5746,,, 3976, 5569, 4743, 13243,,,, 10058, 8200, 2211, 2848, 8903,,, 1791, 1239, 10915, 1677
,, 13455,, 7416,,,,,, 8629, 1202,, 5060, 4982,,, 2875, 753,,, 5830,,,,,,, 9946, 9036, 5680, 7461, 1347,, 13586, 12481,,,, 3584, 866,, 9977, 9727,,,,, 3119, 12779,,,, 3889,,, 3204, 2294,, 7890, 8497,,,,, 14455, 2034, 5921,,, 9626, 2562,,,,,,,, 4190,,, 10561, 5314, 3633,,,,, 11765, 11496, 6554, 5747,,, 3977, 5570, 4744, 13244,,,, 10081, 8201, 2212, 2849, 8904,,, 1813, 1240, 10916, 1678
,, 13456,, 7938,,,,,, 8651, 1203,, 5061, 4983,,, 2876, 754,,, 5831,,,,,,, 9947, 9054, 5681, 7905, 1348,, 13607, 12482,,,, 3585, 867,, 9978, 9728,,,,, 3120, 12780,,,, 3890,,, 3228, 2295,, 7891, 8498,,,,, 14456, 2035, 6465,,, 9627, 2583,,,,,,,, 4191,,, 10562, 5315, 3634,,,,, 11789, 11497, 6574, 5748,,, 3978, 5571, 4745, 13245,,,, 10082, 8202, 2213, 2871, 8905,,, 1814, 1241, 10917, 1679
,, 13457,, 7939,,,,,, 8652, 1221,, 5062, 4984,,, 2877, 755,,, 5832,,,,,,, 9948, 9055, 5702, 7906, 1349,, 13608, 12955,,,, 3586, 868,, 9999, 9729,,,,, 3121, 12781,,,, 3891,,, 3229, 2296,, 7892, 8499,,,,, 14479, 2036, 6466,,, 9646, 2584,,,,,,,, 4212,,, 10563, 5338, 3635,,,,, , 11498, 6575, 5749,,, 3979, 5572, 4746, 13246,,,, 10083, 8203, 2737, 2872, 8906,,, 1815, 1242, 10918, 1680
,, 13458,, 7940,,,,,, 8653, 1222,, 5083, 5531,,, 2878, 756,,, 5833,,,,,,, 9969, 9056, 5703, 7907, 1350,, 13609, 12956,,,, 3607, 869,, 10000, 9751,,,,, 3122, 12782,,,, 3892,,, 3230, 2297,, 7893, 8519,,,,, 14480, 2037, 6467,,, 9647, 2585,,,,,,,, 4213,,, 10584, 5339, 3636,,,,,, 11521, 6576, 5750,,, 4004, 5592, 4765, 13247,,,, 10107, 8204, 2761, 2873, 8907,,, 1816, 1243, 10919, 1681
,, 13459,, 7941,,,,,, 8654, 1223,, 5084, 5532,,, 2879, 757,,, 5834,,,,,,, 9970, 9057, 5704, 7908, 1368,, 13610, 12979,,,, 3608, 870,, 10425, 9752,,,,, 3123, 12803,,,, 3893,,, 3254, 2298,, 7912, 8520,,,,, 14481, 2038, 6468,,, 9648, 3109,,,,,,,, 4214,,, 10585, 5340, 3659,,,,,, 11522, 6577, 5767,,, 4476, 5593, 4766, 13248,,,, 10582, 8205, 2762, 2874, 8908,,, 1838, 1244, 10920, 1700
,, 13460,, 7942,,,,,, 8675, 1224,, 5085, 5533,,, 2900, 758,,, 5835,,,,,,, 9971, 9058, 5705, 7909, 1369,, 13635, 12980,,,, 3609, 890,, 10426, 9753,,,,, 3124, 12804,,,, 3913,,, 3255, 2299,, 7913, 8521,,,,, 14505, 2039, 6469,,, 9649, 3110,,,,,,,, 4215,,, 10586, 5363, 3660,,,,,, 11523, 6578, 5768,,, 4477, 5594, 4767, 13267,,,, 10583, 8224, 2763, 3344, 8927,,, 1839, 1245, 10921, 1701
,, 13461,, 7943,,,,,, , 1225,, 5086, 5555,,, 3376, 776,,, 5836,,,,,,, 9972, 9059, 5706, 7910, 1370,, 14104, 12981,,,, 3632, 891,, 10427, 9754,,,,, 3125, 12805,,,, 3914,,, 3256, 2300,, 7914, 8522,,,,, 15054, 2060, 6470,,, 9650, 3111,,,,,,,, 4216,,, 10587, 5364, 3661,,,,,, 11546, 6579, 5769,,, 4500, 5595, 4768, 13268,,,, 10604, 8225, 2786, 3345, 8928,,, 2312, 1265, 10938, 1702
,, 13462,, 7963,,,,,,, 1226,, 5087, 5556,,, 3377, 777,,, 5855,,,,,,, 9973, 9060, 5729, 7911, 1371,, 14105, 12982,,,, 4030, 892,, 10428, 9775,,,,, 3126, 13257,,,, 3915,,, 3257, 2319,, 7915, 8523,,,,, 15055, 2061, 6471,,, 9651, 3112,,,,,,,, 4217,,, 10588, 5388, 3684,,,,,, 11547, 6599, 5770,,, 4501, 5596, 4769, 13269,,,, 10605, 8226, 2787, 3346, 8929,,, 2313, 1266, 10939, 1703
,, 13481,, 7964,,,,,,, 1227,, 5108, 5557,,, 3378, 778,,, 5856,,,,,,, 9994, 9061, 5730, 7930, 1372,, 14106, 12983,,,, 4031, 893,, 10429, 9776,,,,, 3127, 13258,,,, 3916,,, 3258, 2320,, 7916, 8524,,,,, 15079, 2062, 6490,,, 9652, 3134,,,,,,,, 4236,,, 10589, 5389, 3685,,,,,, 11548, 6600, 5771,,, 4502, 5617, 4770, 13270,,,, 10606, 8227, 14087, 3347, 8930,,, 2314, 1267, 10940, 1704
,, 13482,, 7965,,,,,,, 1228,, 5109, 5558,,, 3401, 779,,, 5857,,,,,,, 9995, 9080, 5731, 7931, 1373,, 14107, 12984,,,, 4032, 894,, 10449, 9777,,,,, 3128, 13280,,,, 3917,,, 3280, 2321,, 7917, 8544,,,,, 15080, 2063, 6491,,, 9653, 3135,,,,,,,, 4237,,, 10609, 5914, 3686,,,,,, 11571, 7101, 5772,,, 4503, 5618, 4771, 13271,,,, 10607, 8228, 14112, 3348, 8931,,, 2315, 1268, 10941, 1705
,, 13483,, 7988,,,,,,, 1229,, 5110, 5559,,, 3402, 780,,, 5858,,,,,,, 9996, 9081, 6280, 7932, 1374,, 14108, 13004,,,, 4033, 915,, 10450, 9778,,,,, 3146, 13281,,,, 3918,,, , 2322,, 7918, 8545,,,,, 15104, 2086, 6492,,, 9671, 3136,,,,,,,, 4238,,, 10610, 5939, 3710,,,,,, 11572, 7102, 5773,,, 4525, 5619, 4790, 13272,,,, 10608, 8229, 14638, 3349, 8932,,, 2316, 1292, 10942, 1706
,, 13484,, 7989,,,,,,, 1230,, 5111, 5580,,, 3403, 781,,, 5859,,,,,,, 9997, 9082, 6304, 7933, 1375,, 14109, 13005,,,, 4034, 916,, 10451, 9779,,,,, 3147, 13282,,,, 3938,,,, 2323,, 8362, 8546,,,,, 15105, 2087, 6496,,, 9672, 3137,,,,,,,, 4239,,, 10611, 5963, 3711,,,,,, 11573, 7124, 5774,,, 4526, 5620, 4791, 13273,,,, 10629, 8230, 14660, 3368, 8933,,, 2336, 1293, 10943, 1725
,, 13485,, 8013,,,,,,, 1246,, 5112, 5581,,, 3404, 782,,, 5860,,,,,,, 9998, 9083, 6305, 7934, 1393,, 14110, 13006,,,, 4035, 917,, 10452, 9800,,,,, 3148, 13283,,,, 3939,,,, 2324,, 8363, 8547,,,,, , 2088, 6497,,, 9673, 3158,,,,,,,, 4240,,, 10612, 5964, 4259,,,,,, 11574, 7125, 5775,,, 4527, 6070, 4792, 13292,,,, 10630, 8231, 14661, 3369, 8952,,, 2337, 1743, 10944, 1726
,, 13486,, 8014,,,,,,, 1247,, 5132, 5582,,, 3426, 783,,, 5861,,,,,,, 10018, 9084, 6329, 7935, 1394,, 14111, 13007,,,, 4036, 918,, 10453, 9801,,,,, 3149, 13303,,,, 3940,,,, 2343,, 8364, 8548,,,,,, 2563, 6515,,, 9674, 3159,,,,,,,, 4241,,, 10613, 5988, 4260,,,,,, 11595, 7126, 5792,,, 4528, 6071, 4793, 13293,,,, 10631, 8249, 14662, 3370, 8953,,, 2338, 1768, 10945, 1727
,, 13487,, 8039,,,,,,, 1248,, 5133, 5583,,, 3427, 801,,, 5880,,,,,,, 10019, 9085, 6330, 7936, 1395,, 14129, 13008,,,, 4055, 940,, 10454, 9802,,,,, 3150, 13304,,,, 3941,,,, 2344,, 8365, 8549,,,,,, 2586, 6516,,, 9675, 3160,,,,,,,, 4242,,, 10614, 5989, 4284,,,,,, 11596, 7127, 5793,,, 4529, 6072, 4794, 13294,,,, 10632, 8250, 14663, 3371, 8954,,, 2339, 1792, 10946, 1728
,, 14058,, 8040,,,,,,, 1249,, 5134, 5605,,, 3428, 802,,, 5881,,,,,,, 10020, 9086, , 7937, 1396,, 14130, 13009,,,, 4056, 941,, 10474, 9803,,,,, 3151, 13305,,,, 3964,,,, 2345,, 8366, 8569,,,,,, 2587, 6517,,, 9676, 3161,,,,,,,, 4261,,, 10633, , 4285,,,,,, 11597, 7128, 5794,,, 4550, 6073, 4795, 13295,,,, 10655, 8251, 14685, 3372, 8955,,, 2340, 1793, 10963, 1729
,, 14059,, 8041,,,,,,, 1250,, 5135, 5606,,, 3429, 803,,, 5882,,,,,,, 10021, 9105,, 7954, 1397,, 14131, 13010,,,, 4057, 942,, 10475, 9804,,,,, 3172, 13306,,,, 3965,,,, 2346,, 8367, 8570,,,,,, 2588, 6522,,, 9677, 3162,,,,,,,, 4262,,, 10634,, 4310,,,,,, 11598, 7129, 5795,,, 4551, 6093, 4796, 13296,,,, 10656, 8252, 14686, 3373, 8956,,, 2341, 1794, 10964, 1730
,, 14060,, 8666,,,,,,, 1251,, 5136, 5607,,, 3450, 804,,, 5883,,,,,,, 10022, 9106,, 7955, 1398,, 14132, 13029,,,, 4058, 966,, 10476, 10353,,,,, 3173, 13307,,,, 4390,,,, 2347,, 8387, 8571,,,,,, 2609, 6523,,, 9678, 3184,,,,,,,, 4263,,, 10635,, 4335,,,,,, 11599, 7149, 5796,,, 4552, 6094, 4816, 13297,,,, 10657, 8275, 14687, 3374, 8957,,, 2342, 1817, 10965, 1731
,, 14061,, ,,,,,,, 1252,, 5137, 5608,,, 3451, 805,,, 5884,,,,,,, 10043, 9107,, 7956, 1399,, 14133, 13030,,,, 4059, 967,, 10477, 10376,,,,, 3174, 13308,,,, 4391,,,, 2348,, 8388, 8572,,,,,, 2610, 6541,,, 9696, 3185,,,,,,,, 4264,,, 10636,, 4909,,,,,, 11600, 7150, 5797,,, 4553, 6095, 4817, 13298,,,, 10680, 8276, 14688, 3375, 8977,,, 2362, 1818, 10970, 1732
,, 14081,,,,,,,,, 1253,, 5158, 6205,,, 3452, 806,,, 5885,,,,,,, 10044, 9108,, 7957, 1400,, 14134, 13031,,,, 4060, 1291,, 10478, 10377,,,,, 3175, 13309,,,, 4392,,,, 2349,, 8389, 8573,,,,,, 2611, 6542,,, 9697, 3186,,,,,,,, 4265,,, 10637,, 4910,,,,,, 11601, 7151, 5798,,, 4554, 6096, 4818, 13317,,,, 10681, 8300, 14689, 3394, 8978,,, 2363, 1819, 11463, 1750
,, 14082,,,,,,,,, 1271,, 5159, 6206,,, 3453, 807,,, 5886,,,,,,, 10444, 9109,, 7958, 1419,, 14135, 13032,,,, 4061, 1315,, 10479, 10378,,,,, 3197, 13328,,,, 4413,,,, 2368,, 8390, 8574,,,,,, 2612, 7090,,, 9698, 3187,,,,,,,, 4266,,, 10638,, 4935,,,,,, 11602, 7152, 5799,,, 4575, 6097, 4819, 13318,,,, 10682, 8325, 14711, 3395, 8979,,, 2364, 1820, 11464, 1751
,, 14083,,,,,,,,, 1272,, 5160, 6207,,, 3454, 808,,, 5906,,,,,,, 10445, 9110,, 7959, 1420,, 14136, 13033,,,, 4080, 1316,, 10480, 10401,,,,, 3198, 13329,,,, 4414,,,, 2369,, 8391, 9096,,,,,, 2613, 7091,,, 9699, 3735,,,,,,,, 4267,,, 10639,, 5534,,,,,, 11620, 7153, 5800,,, 4576, 6098, 4820, 13319,,,, 10706, 8751, 14712, 3396, 8980,,, 2365, 1840, 11465, 1752
,, 14084,,,,,,,,, 1273,, 5161, 6230,,, 3475, 809,,, 5907,,,,,,, 10446, 9111,, 7960, 1421,, 14137, 13034,,,, 4081, 1317,, 10499, 10402,,,,, 3199, 13330,,,, 4415,,,, 2370,, 8392, 9097,,,,,, 2614, 7092,,, 9700, 3736,,,,,,,, 4286,,, 10640,, ,,,,,, 11621, 7154, 5821,,, 4577, 6118, 4842, 13320,,,, 10707, 8752, 14713, 3397, 8981,,, 2366, 1841, 11466, 1753
,, 14085,,,,,,,,, 1274,, 5162, 6231,,, 3476, 826,,, 5908,,,,,,, 10467, 9130,, 7961, 1422,, 14153, 13035,,,, 4082, 1340,, 10500, 10403,,,,, 3200, 13331,,,, 4416,,,, 2371,, 8393, 9120,,,,,, 2634, 7093,,, 9701, 4360,,,,,,,, 4287,,, 10641,,,,,,,, 11622, 7155, 5822,,, 4578, 6119, 5291, 13321,,,, 11230, 8753, 14714, 3398, 9003,,, 2367, 1842, 11467, 1754
,, 14086,,,,,,,,, 1275,, 5186, 6232,,, 3477, 827,,, 5909,,,,,,, 10468, 9131,, 7962, 1423,, 14154, 13054,,,, 4083, 1341,, 10501, 10404,,,,, 3224, 13332,,,, 4417,,,, 2372,, 8394, 9121,,,,,, 2635, 7094,,, 9702, ,,,,,,,, 4288,,, 10642,,,,,,,, 11623, 7174, 5823,,, 4579, 6120, 5292, 13322,,,, 11231, 8773, 14737, 3399, 9004,,, 2388, 1843, 11469, 1755
,, 14707,,,,,,,,, 1276,, 5187, 6855,,, 3478, 828,,, 5910,,,,,,, 10469, 9132,, 7980, 1424,, 14155, 13055,,,, 4084, 1342,, 10502, 11001,,,,, 3225, 13333,,,, 4418,,,, 2373,, 8412, 9122,,,,,, 2636, 7116,,, 9722,,,,,,,,, 4289,,, 10658,,,,,,,, 11624, 7175, 5824,,, 4600, 6121, 5293, 13323,,,, 11232, 8774, 14738, 3400, 9528,,, 2389, 1844, 11470, 1756
,, 14708,,,,,,,,, 1277,, 5584, 6856,,, 3479, 829,,, 6407,,,,,,, 10470, 9133,, 7981, 1444,, 14156, 13056,,,, 4085, 1365,, 10503, 11002,,,,, 3626, 13334,,,, 4438,,,, 2374,, 8413, 9123,,,,,, 2637, 7117,,, 9723,,,,,,,,, 4290,,, 10659,,,,,,,, 11625, 7176, 5825,,, 5101, 6122, 5294, 13324,,,, 11254, 8775, 15237, 3420, 9529,,, 2390, 1845, 11488, 1775
,, 14709,,,,,,,,, 1297,, 5609, ,,, 3500, 830,,, 6408,,,,,,, 10471, 9134,, 7982, 1445,, 14157, 13057,,,, 4086, 1366,, 10504, ,,,,, 3648, 13335,,,, 4439,,,, 2395,, 8414, 9124,,,,,, 2638, 7121,,, 9724,,,,,,,,, 4291,,, 10660,,,,,,,, 11626, 7177, 5848,,, 5102, 6123, 5316, 13342,,,, 11255, 8776, 15261, 3421, 9530,,, 2391, 1863, 11489, 1776
,, 14710,,,,,,,,, 1298,, 5610,,,, 3501, 831,,, 6431,,,,,,, 10472, 9135,, 7983, 1446,, 14158, 13058,,,, 4104, 1367,, 10505,,,,,, 3649, 13353,,,, 4440,,,, 2396,, 8415, 9145,,,,,, 2639, 7141,,, 9725,,,,,,,,, 4292,,, 10661,,,,,,,, 11645, 7178, 5849,,, 5126, 6143, 5317, 13343,,,, 11256, 8777, 15262, 3422, 9531,,, 2392, 1864, 11490, 1777
,, ,,,,,,,,, 1299,, 5611,,,, 3502, 832,,, 6432,,,,,,, 10473, 9136,, 7984, 1447,, 14159, 13059,,,, 4105, 1390,, 10524,,,,,, 3650, 13354,,,, 4441,,,, 2397,, 8416, 9146,,,,,, 2659, 7147,,, 9749,,,,,,,,, 4311,,, 10662,,,,,,,, 11646, 7179, 6267,,, 5127, 6144, 5318, 13344,,,, 11257, 8778, 15263, 3423, 9532,,, 2413, 1865, 11491, 1778
,,,,,,,,,,, 1300,, 5631,,,, 3503, 833,,, 6433,,,,,,, 10492, 9583,, 7985, 1448,, 14160, 13079,,,, 4106, 1391,, 10525,,,,,, 3651, 13355,,,, 4442,,,, 2398,, 8417, 9147,,,,,, 2660, ,,, 9750,,,,,,,,, 4312,,, 10663,,,,,,,, 11647, 7180, 6268,,, 5128, 6145, 5319, 13345,,,, 11280, 8779, 15285, 3424, 9533,,, 2414, 1866, 11492, 1779
,,,,,,,,,,, 1301,, 5632,,,, 3504, 834,,, 6434,,,,,,, 10493, 9607,, 7986, 1470,, 14161, 13080,,,, 4107, 1392,, 10526,,,,,, 3652, 13356,,,, 4443,,,, 2399,, 8418, 9148,,,,,, 2661,,,, 10198,,,,,,,,, 4313,,, 10664,,,,,,,, 11648, 7199, 6269,,, 5151, 6146, 5320, 13346,,,, 11281, 8798, 15286, 3425, 9552,,, 2415, 1867, 11493, 1780
,,,,,,,,,,, 1323,, 5633,,,, 3525, 835,,, 6435,,,,,,, 10494, 9608,, 7987, 1471,, 14162, 13081,,,, 4108, 1414,, 10527,,,,,, 3672, 13357,,,, 4463,,,, 2420,, 8419, 9149,,,,,, 2662,,,, 10199,,,,,,,,, 4314,,, 10665,,,,,,,, 11649, 7200, 6292,,, 5152, 6147, 5341, 13794,,,, 11306, 8799, 15287, 3445, 9553,,, 2416, 1868, 11494, 1803
,,,,,,,,,,, 1324,, 5634,,,, 4001, 836,,, 6436,,,,,,, 10495, 9609,, 8005, 1472,, 14178, 13082,,,, 4109, 1415,, 10528,,,,,, 3673, 13358,,,, 4464,,,, 2421,, 8420, 9169,,,,,, 2663,,,, 10201,,,,,,,,, 4315,,, 10666,,,,,,,, 11650, 7201, 6293,,, 5153, 6148, 5342, 13795,,,, 11307, 8800, 15288, 3446, 9554,,, 2439, 1869, 11495, 1804
,,,,,,,,,,, 1325,, 5635,,,, 4026, 851,,, 6455,,,,,,, 10496, 9630,, 8006, 1893,, 14179, 13083,,,, 4110, 1416,, 10529,,,,,, 3674, 13359,,,, 4465,,,, 2422,, 8437, 9170,,,,,, 2664,,,, 10222,,,,,,,,, 4316,,, 10667,,,,,,,, 11671, 7202, 6294,,, 5176, 6167, 5343, 13817,,,, 11331, 8801, 15310, 3447, 9555,,, 2440, 1892, 11513, 1805
,,,,,,,,,,, 1798,, 5636,,,, 4027, 852,,, 6456,,,,,,, 10497, 9631,, 8007, 1894,, 14180, 13104,,,, 4111, 1417,, 10530,,,,,, 3675, 13360,,,, 4466,,,, 2895,, 8438, 9171,,,,,, 2685,,,, 10223,,,,,,,,, 4317,,, 10683,,,,,,,, 11672, 7203, 6295,,, 5177, 6168, 5344, 13818,,,, , 8802, 15311, 3448, 9556,,, 2441, 2393, 11514, 1829
,,,,,,,,,,, 1799,, 5637,,,, 4028, 853,,, 6457,,,,,,, 10498, 9632,, 8008, 1918,, 14181, 13105,,,, 4112, 1418,, 10549,,,,,, 3676, 13378,,,, 4467,,,, 2896,, 8439, 9172,,,,,, 2686,,,, 10224,,,,,,,,, 4336,,, 10684,,,,,,,, 11673, 7204, 6296,,, 5178, 6169, 5345, 13819,,,,, 8803, 15312, 3449, 9557,,, 2464, 2417, 11515, 1830
,,,,,,,,,,, 1800,, 5638,,,, 4029, 854,,, 6458,,,,,,, 10517, 9633,, 8009, 1919,, 14182, 13106,,,, 4129, 1439,, 10550,,,,,, 3677, 13379,,,, 4468,,,, 2897,, 8440, 9173,,,,,, 2687,,,, 10225,,,,,,,,, 4337,,, 10685,,,,,,,, 11674, 7225, 6317,,, 5751, 6170, 5346, 13820,,,,, 8804, 15313, 3471, 9558,,, 2938, 2418, 11516, 2254
