1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
 7746, 878, 2798, 5085, 43, 2631, 2645, 399, 5216, 3063, 1123, 8112, 7067, 9192, 10030, 4876, 2127, 13505, 13380, 12179, 4085, 1634, 86, 9904, 9531, 10550, 1213, 9947, 479, 7072, 2964, 9401, 4575, 8365, 3208, 927, 484, 847, 10711, 3854, 336, 9615, 6240, 317, 4656, 8276, 3792, 5121, 263, 4704, 676, 6233, 97, 7339, 8433, 3609, 32, 2083, 463, 14207, 6044, 4586, 249, 10738, 167, 11317, 11066, 1097, 9331, 184, 2149, 5663, 13581, 2208, 69, 5294, 1027, 13362, 5055, 10996, 3597, 12277, 196, 961, 628, 378, 3649, 12522, 10855, 2430, 730, 3957, 14077, 5337, 9105, 369, 1874, 7777, 206, 6047, 4124, 5302, 3586, 1146, 9765, 1988, 8620, 110, 9822, 5040, 9616
 7747, 879, 3347, 5086, 44, 2632, 2646, 400, 5239, 3064, 1124, 8113, 7091, 9193, 10053, 4877, 2128, 13528, 13402, 12180, 4086, 1635, 87, 9905, 9553, 11052, 1214, 9948, 14803, 7073, 2965, 9402, 4597, 8366, 3757, 951, 485, 871, 11211, 4380, 860, 10187, 6241, 318, 4657, 8826, 3793, 5122, 264, 4726, 701, 6256, 98, 7340, 8434, 3610, 33, 2108, 487, 14208, 6067, 4587, 250, 10739, 168, 11318, 11089, 1568, 9332, 185, 2150, 5688, 13582, 2758, 88, 5295, 1028, 13363, 5056, 10997, 3598, 12296, 197, 962, 650, 379, 3650, 12523, 10856, 2452, 753, 3980, 14078, 5338, 9106, 370, 1875, 7800, 207, 6048, 4125, 5303, 3587, 1147, 9766, 1989, 8621, 131, 9823, 5041, 9617
 7748, 902, 3348, 5109, 45, 2633, 2647, 422, 5240, 3065, 1148, 8137, 7092, 9194, 10054, 4899, 2151, 13529, 13403, 12203, 4634, 1636, 635, 9906, 9554, 11076, 1215, 9973, 14804, 7095, 2966, 9403, 4598, 8914, 3782, 952, 486, 872, 11235, 4381, 884, 10188, 6242, 319, 5101, 8827, 3816, 5123, 265, 4727, 702, 6257, 99, 7914, 8435, 3611, 34, 2657, 488, 14209, 6068, 4588, 251, 10740, 169, 11319, 11090, 1569, 9333, 186, 2173, 6261, 13604, 2782, 89, 5314, 1029, 13386, 5057, 10998, 3599, 12297, 198, 963, 651, 380, 3672, 12524, 10857, 2453, 754, 3981, 14079, 5358, 9107, 389, 1876, 7801, 208, 6049, 4149, 5326, 3588, 1718, 9767, 2012, 8640, 132, 9824, 5042, 9639
 7749, 903, 3371, 5110, 46, 2655, 2648, 423, 5241, 3088, 1149, 8138, 7093, 9195, 10055, 4900, 2627, 13530, 13404, 12204, 4635, 1659, 636, 9927, 9555, 11077, 1237, 10471, 14828, 7096, 2967, 9404, 4599, 8915, 3783, 953, 507, 873, 11236, 4382, 885, 10189, 6792, 320, 5102, 8828, 3817, 5144, 266, 4728, 703, 6258, 100, 7915, 8436, 3633, 54, 2681, 513, 14210, 6069, 4610, 252, 10763, 170, 11320, 11091, 1570, 9334, 209, 2174, 6262, 13605, 2783, 90, 5315, 1051, 13387, 5058, 11022, 3622, 12298, 199, 986, 652, 381, 3673, 12525, 10880, 2454, 755, 3982, 14080, 5359, 9108, 390, 1897, 7802, 228, 6050, 4150, 5329, 3589, 1719, 9768, 2013, 8641, 133, 9825, 5043, 9640
 7772, 904, 3372, 5635, 47, 2656, 2670, 424, 5264, 3089, 1150, 8139, 7094, 9196, 10056, 4901, 2651, 13553, 13405, 12205, 4658, 1660, 637, 9928, 9556, 11097, 1238, 10496, 14829, 7097, 3515, 9426, 5173, 8916, 3784, 954, 508, 896, 11237, 4404, 886, 10213, 6815, 321, 5126, 8851, 3818, 5145, 287, 4729, 704, 6259, 121, 7939, 8934, 3634, 55, 2682, 1035, 14211, 6070, 4611, 273, 10764, 190, 11321, 11114, 1571, 9335, 210, 2175, 6263, 13606, 2784, 91, 5316, 1052, 13411, 5059, 11596, 3623, 12299, 200, 987, 653, 382, 3674, 12544, 10881, 2455, 778, 4007, 14081, 5360, 9130, 391, 1898, 7803, 229, 6072, 4624, 5330, 3612, 1720, 9769, 2536, 8642, 134, 9847, 5044, 9641
 7773, 905, 3373, 5659, 70, 3229, 2671, 425, 5265, 3090, 1173, 8140, 7115, 9215, 10077, 4902, 2652, 13554, 13406, 12227, 4659, 1661, 638, 9929, 9557, 11101, 1239, 10497, 14830, 7121, 3540, 9427, 5174, 8917, 3807, 955, 509, 897, 11259, 4405, 909, 10214, 6816, 344, 5127, 8852, 3842, 5146, 288, 4751, 726, 6260, 122, 7940, 8935, 3635, 56, 2683, 1036, 14232, 6092, 4612, 274, 10765, 191, 11322, 11115, 1593, 9358, 234, 2199, 6286, 13607, 2807, 92, 5317, 1053, 13937, 5078, 11597, 3624, 12300, 223, 988, 654, 383, 3675, 12545, 10882, 2477, 779, 4503, 14103, 5361, 9131, 392, 1899, 7825, 230, 6073, 4649, 5354, 3613, 1721, 9770, 2537, 8643, 156, 9848, 5045, 9642
 8274, 928, 3396, 5660, 71, 3230, 2672, 448, 5266, 3113, 1174, 8162, 7116, 9216, 10078, 4903, 2653, 13555, 13428, 12228, 4660, 2209, 639, 9930, 9578, 11123, 1240, 10521, 14853, 7669, 3541, 9428, 5175, 8939, 3808, 976, 510, 898, 11260, 4406, 910, 10215, 6817, 345, 5151, 8853, 4290, 5719, 289, 5304, 727, 6280, 123, 7964, 8936, 3636, 57, 2706, 1037, 14233, 6093, 4613, 275, 10766, 192, 11323, 11116, 1594, 9908, 684, 2200, 6287, 13630, 2808, 93, 5318, 1054, 13938, 5079, 11621, 3647, 12321, 771, 1011, 675, 384, 3697, 12546, 10904, 2478, 780, 4504, 14104, 5362, 9132, 393, 1900, 7826, 231, 6074, 4673, 5901, 3614, 1741, 9771, 2538, 8644, 157, 9849, 5065, 9643
 8275, 929, 3397, 5661, 517, 3231, 2673, 449, 5289, 3114, 1175, 8163, 7117, 9217, 10079, 4904, 2654, 13578, 13429, 12229, 4661, 2210, 660, 9931, 9579, 11124, 1813, 10522, 14854, 7670, 3542, 9452, 5197, 8940, 3809, 977, 511, 921, 11261, 4407, 911, 10238, 6840, 346, 5152, 8854, 4291, 5720, 290, 5327, 728, 6281, 124, 7965, 8958, 3637, 58, 2707, 1038, 14234, 6094, 4636, 276, 10788, 193, 11324, 11139, 1595, 9909, 685, 2724, 6288, 13631, 2809, 94, 5319, 1055, 13939, 5080, 11622, 4223, 12322, 772, 1012, 677, 403, 3698, 12547, 10905, 2479, 1330, 4505, 14105, 5363, 9133, 394, 1901, 7827, 232, 6075, 4674, 5902, 3615, 1742, 9795, 2539, 8645, 158, 9850, 5066, 9664
 8296, 930, 3398, 5684, 518, 3232, 2695, 450, 5290, 3115, 1198, 8164, 7118, 9218, 10080, 4905, 2676, 13579, 13430, 12253, 4682, 2211, 661, 9952, 9580, 11125, 1814, 10523, 14855, 7671, 3565, 10001, 5198, 8941, 3832, 978, 512, 922, 11262, 4429, 934, 10239, 6841, 870, 5153, 8876, 4315, 5721, 291, 5328, 751, 6282, 125, 8540, 8959, 3658, 80, 2708, 1039, 14235, 6095, 5135, 298, 10789, 194, 11325, 11640, 1596, 9910, 708, 2725, 6312, 13632, 2833, 95, 5320, 1076, 13961, 5081, 11623, 4247, 12851, 773, 1013, 678, 404, 3699, 12548, 10906, 2480, 1331, 4506, 14702, 5383, 9154, 395, 1922, 7828, 233, 6097, 4675, 5926, 3638, 1743, 9796, 2560, 8646, 706, 10397, 5067, 9665
 8297, 1502, 3421, 5685, 519, 3233, 2696, 473, 5865, 3137, 1199, 8165, 7119, 9219, 10081, 4906, 2677, 14128, 13431, 12803, 4683, 2234, 662, 9953, 9581, 11126, 1838, 10546, 15403, 7672, 3566, 10002, 5199, 8942, 3833, 979, 533, 923, 11263, 4430, 935, 10240, 6842, 894, 5176, 8877, 4316, 5722, 312, 5351, 752, 6283, 649, 8565, 8960, 3659, 480, 2732, 1060, 14236, 6096, 5136, 299, 10790, 195, 11341, 11664, 1597, 9932, 709, 2749, 6313, 14205, 3407, 113, 5339, 1077, 13962, 5082, 11647, 4248, 12872, 774, 1612, 679, 405, 3700, 12549, 10930, 3053, 1354, 4528, 14703, 5384, 9155, 396, 1923, 7829, 255, 6098, 4697, 5927, 3639, 1744, 10342, 2561, 8665, 707, 10398, 5068, 9666
 8298, 1503, 3422, 5686, 520, 3234, 2697, 474, 5866, 3138, 1200, 8187, 7120, 9220, 10082, 4924, 2678, 14129, 14003, 12804, 4684, 2235, 663, 9954, 9582, 11149, 1839, 10547, 15428, 7694, 3567, 10026, 5200, 8943, 3834, 1551, 534, 947, 11264, 4431, 936, 10813, , 895, 5177, 8878, 4317, 5723, 313, 5352, 1326, 6284, 673, 8590, 8961, 3660, 501, 3331, 1061, 14257, 6117, 5137, 300, 11363, 216, 11342, 11665, 1598, 9933, 710, 2774, 6338, 14206, 3408, 114, 5340, 1078, 13963, 5083, , 4272, 12873, 775, 1613, 1251, 406, 4273, 12550, 10931, 3054, 1355, 4529, 14704, 5385, 9156, 414, 1924, 7850, 256, 6622, 4698, 5951, 3640, 1745, 10343, 2562, 8666, 731, 10399, 5090, 9667
 8299, 1504, 3423, 5687, 521, 3254, 2698, 973, 5890, 3139, 1224, 8188, 7142, 9221, 10103, 4925, 2679, 14130, 14004, 12805, 4685, 2236, 686, 9955, 9603, 11150, 1840, 10548, 15429, 7695, 3590, 10027, 5223, 8964, 3857, 1552, 535, 948, 11284, 4432, 959, 10814,, 918, 5178, 8879, 4340, 5743, 314, 5353, 1327, 6857, 674, , 8962, 3661, 502, , 1062, 14258, 6118, 5138, 301, 11364, 217, 11343, 11666, 1618, 9934, 711, 2799, 6886, 14230, 3409, 115, 5341, 1079, 13964, 5103,, 4872, 12874, 776, 1637, 1252, 407, 4274, 12571, 11479, 3055, 1356, 4530, 14705, 5386, 9157, 415, 1925, 7851, 257, 6623, 4699, 5953, 4112, 1746, 10344, 2563, 8667, 732, 10400, 5091, 9668
 8300, 1526, 3973, 5709, 522, 3255, 2719, 974, , 3140, 1225, 8189, 7143, 9789, 10104, 4926, 2680, 14153, 14005, 12827, 4686, 2237, 687, 9977, 9604, 11175, 1863, 10549, 15430, 7696, 3591, 10051, 5224, 8965, 3858, 1553, 536, 972, 11285, 4453, 960, 10815,, 919, 5201, 8901, 4341, 5744, 315, 5376, 1328, 6858, 697,, 8983, 3662, 503,, 1063, 14259, 6119, 5139, 323, 11365, 218, 11344, 11689, 1619, 9935, 733, 2824, 6887, 14231, 3433, 116, 5342, 1080, 13985, 5104,, 4873, 12875, 777, 1638, 1253, 408, 4275, 12572, 11480, 3077, 1378, 4531, 14728, 5387, 9158, 416, 1926, 7852, 258, 6624, 4700, 5954, 4113, 1747, 10345, 2564, 8668, 756, 10401, 5092, 9688
 8319, 1527, 3974, 5710, 523, 3256, 2720, 975,, 3141, 1748, 8190, 7144, 9790, 10105, 4927, 2701, 14154, 14028, 12828, 4708, 2258, 688, 9978, 9605, 11626, 1864, 10571, 15453, 7720, 3592, 10052, 5225, 8966, 4408, 1554, 537, 1471, 11286, 4454, 1509, 10838,, 920, 5202, 8902, 4342, 5745, 316, 5377, 1329, 6859, 698,, 8984, 3684, 504,, 1064, 14260, 6120, 5140, 324, 11388, 219, 11345, 11690, 1620, 9936, 734, 3349, 6888, 14255, , 117, 5343, 1081, 13986, 5105,, 4897, 12876, 796, 2238, 1276, 409, 4297, 12573, 11481, 3078, 1379, 4532, 14729, 5408, 9179, 417, 1946, 7853, 281, 6625, 4723, 5955, 4114, 1764, 10366, 2565, 8669, 9507, 10422, 5639, 9689
 8320, 1528, 3997, 5711, 540, 3257, 2721, 997,, 3164, 1749, 8212, 7691, 9791, 10106, 4928, 2702, 14155, 14029, 12829, 4709, 2259, 712, 9979, 9606, 11627, 2438, 10572, 15454, 7721, 4140, , 5798, 8967, 4409, 1555, 538, 1472, 11287, 4455, 1510, 10839,, 943, 5203, 8903, 4343, 5746, 788, 5378, 1351, 6860, 699,, 8985, 3685, 505,, 1086, 14261, 6121, 5160, 325, 11389, 241, 11346, 11691, 1621, 9956, 735, 3374, 6911, 14256,, 118, 5344, 1100, 13987, 5106,, , 12877, 797, 2263, 1277, 430, 4298, 12574, 11504, 3079, 1380, 4533, , 5409, 9180, 418, 1947, 7854, 282, 6626, 4724, 5977, 4137, 1765, 10367, 2586, 8670, 9509, 10423, 5640, 9690
 8321, 1529, 3998, 5712, 541, 3258, 2744, 998,, 3165, 1773, 8213, 7692, 9792, 10107, 4929, 2703, 14178, 14030, 12830, 4710, 2260, 713, 9980, 9629, 11651, 2488, 10573, 15455, , 4165,, 5799, 8968, 4433, 1556, 558, 1496, 11288, 4456, 1534, 10840,, 944, 5226, 8926, 4365, 5747, 812, 5903, 1352, 6880, 700,, 8986, 3686, 506,, 1087, 14782, 6143, 5161, 826, 11390, 242, 11347, 11692, 1622, 9957, 736, 3399, 6912, ,, 119, 5345, 1101, 13988, 5107,,, 12896, 798, 15336, 1278, 431, 4299, 12575, 11505, 3080, 1381, 4554,, 5410, 9181, 419, 1948, 7876, 283, 6647, 4725, 5978, 4138, 1766, 10368, 2587, 8671, 9510, 10424, 5641, 9691
 8322, 1530, 3999, 5713, 542, 3259, 2745, 999,, 3166, 1774, 8214, 7693, 9793, 10129, 4930, 2704, 14179, 14031, 12852, 4711, 2261, 1261, 10452, 9630, 11652, , 10574, 15477,, 4166,, 5800, 8989, 4434, 1576, 559, 1497, 11289, 4457, 1535, 10863,, 945, 5227, 9451, 4366, 5748, 813, 5928, 1353, 6881, 721,, 8987, 3687, 526,, 1088, 14783, 6144, 5162, 827, 11413, 243, 11348, 11714, 1643, 9958, 737, 3424, 6913,,, 120, 5365, 1102, 13989, 5630,,, 12897, 799, 15337, 1279, 432, 4300, 13144, 11506, 3103, 1402, 4555,, 5411, 9182, 420, 1949, 7877, 306, 6648, 4748, 5979, 4139, 1767, 10369, 2588, 8693, 9532, 10425, 5642, 9692
 8323, 15278, 4022, 5733, 543, 3280, 2769, 1000,, 3663, 1775, 8215, 7716, 9794, 10130, 4931, 2726, 14180, 14053, 12853, 4712, 2262, 1262, 10453, 9631, 11676,, 10575, 15478,, 4167,, 5823, 8990, 4458, 1577, 560, 1498, 11310, 4478, 1536, 10864,, 946, 5228, 9453, 4367, 5749, 814, 5929, 1376, 6882, 722,, 9008, 3710, 527,, 1089, 14784, 6145, 5163, 851, 11414, 267, 11366, 11715, 1644, 9959, 757, 3449, 6937,,, 664, 5366, 1103, 14010, 5631,,, 12898, 800, 15360, 1301, 956, 4322, 13145, 11507, 3104, 1403, 4556,, 5433, 9183, 421, 1950, 7878, 307, 6649, 4749, 5980, 4160, 1768, 10370, 2589, 8694, 9533, 10426, 5643, 9693
 8324, 15279, 4023, 5734, 544, 3281, 2770, 1022,, 3664, 1798, 8237, 7717, 9815, 10131, 4949, 2727, 14203, 14054, 12854, 5259, 2284, 1263, 10477, 10178, 11677,, 10596, 15479,, 4190,, 5824, 8991, 4459, 1578, 561, 1520, 11311, 4479, 1559, 10865,, 969, 5229, 9476, 4368, 5768, 837, 5952, 1377, 6883, 723,, 9009, 3711, 528,, 1112, 14785, 6169, 5164, 852, 11415, 764, 11367, 11716, 1645, 9960, 758, , 6938,,, 665, 5367, 1104, 14011, 5655,,, 12899, 801, 15361, 1302, 957, 4323, 13146, 11529, 3105, 1404, 4557,, 5434, 9205, 439, 1951, 7879, 308, 6650, 4750, 6002, 4161, 1769, 10390, 2590, 8695, 9534, 10427, 5644, 9713
 8325, 15303, 4047, 5735, 545, 3282, 3219, 1023,, 3688, 1799, 8238, 7718, 9816, 10154, 4950, 2728, 14204, 14055, , 5283, 2285, 1285, 10478, 10179, 11678,, 10597, 15480,, 4191,, 5848, 8992, 4482, 1579, 562, 1521, 11312, 4480, 1560, 11438,, 970, 5230, 9477, 4369, 5769, 838, 5976, 1952, 6884, 724,, 9010, 4233, 529,, 1113, 14806, 6170, 5165, 874, 11988, 765, 11368, 11717, 1646, 9981, 759,, 6963,,, 666, 5368, 1105, 14012, 5656,,, 12900, 802, 15362, 1303, 958, 4324, 13147, 11530, 3679, 1405, 4558,, 5435, 9206, 440, 1971, 7880, 781, 6651, 4773, 6003, 4162, 1770, 10391, 2611, 8696, 9535, 10447, 5645, 9714
 8344, 15304, 4048, 5736, 546, 3283, 3220, 1024,, 3689, 1800, 8239, 7719, 9817, 10155, 4951, 2729, 14753, 14056,, 5284, 2286, 1286, 10479, 10180, 11701,, 10598, ,, 4192,, 5849, 9515, 4483, 1580, 584, 1522, 11313, 4481, 1561, 11439,, 13394, 5252, 9478, 4390, 5770, 839, 6001, 1953, 6885, 725,, 9011, 4234, 530,, 1138, 14807, 6666, 5185, 875, 11989, 766, 11369, 11739, 1647, 9982, 760,, 7512,,, 689, 5369, 1125, 14013, 5657,,, 12901, 821, 15385, 1304, 980, 4325, 13148, 11531, 3680, 1428, 4579,, 5458, 9207, 441, 1972, 7902, 803, 6672, 4774, 6004, 4163, 1771, 10392, 2612, 9240, 9536, 10448, 5646, 9715
 8345, 15328, , 5759, 547, 3855, 3244, 1025,, 3690, 1823, 8262, 7740, 9818, 10626, 4952, 2750, 14754, 14653,, 5285, 2309, 1287, 10501, 10181, 11702,, 10599,,, 4216,, 6448, 9516, 5084, 1601, 585, 1523, 11314, , 2160, 11464,, 13395, 5253, 9479, 4391, 5771, 840, 6526, 1954, 6905, 746,, 9012, 4235, 531,, 1662, 14808, 6667, 5186, 876, 12014, 767, 11370, 11740, 1669, 9983, 761,, 7536,,, 690, 5391, 1126, 14034, 5679,,, 12902, 822, 15386, 1877, 981, 4898, 13149, 11555, 3702, 1955, 4580,, 5937, 9208, 442, 1973, 7903, 804, 6673, 4775, 6027, 4164, 1772, 10393, 2613, 9241, 9558, 10449, 5664, 9716
 8346, ,, 6285, 548, 3856, 3245, 1047,, 3712, 1824, 8263, 7741, 9819, 10627, 4953, 2751, 14778, 14654,, 5286, 2310, 1288, 10502, 10203, 11722,, 10600,,, 4217,, 6473, 9539, 5108, 1602, 586, 1545, 11336,, 2185, ,, 13420, 5254, 9501, 4392, 5772, 861, 6527, 1976, 6906, 747,, 9013, 4258, 532,, 1663, 14809, 6668, 5187, 877, 12039, 768, 11371, 11741, 1670, 9984, 762,, 7537,,, 691, 5392, 1127, 14035, 5680,,, 12921, 823, 15387, 1878, 982, 4922, 13150, 11556, 3703, 1956, 4581,, 5960, 9230, 443, 1974, 7904, 805, 6674, 4799, 6578, 4185, 1789, 10394, 2614, 9242, 10108, 10450, 5665, 9738
