1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
,11556,,,5289,4379,5749,,4887,,,2318,2756,,,,,4630,15003,,,,15035,,,3785,,,9060,11067,6224,,,,15344,13135,,,,14376,,13882,12510,7455,,,9184,9121,,7581,,,,,,2029,,2810,2693,,,,,,11400,,,,7752,3768,,,,,,,3649,7592,801,7992,10794,,,2218,1827,2306,,,4925,11829,,,,,9769,11225,1162,2580,12260,11655,10080,841,,5244
,11557,,,5290,4380,5750,,4888,,,2319,2778,,,,,4631,15027,,,,15036,,, ,,,9061,11068,6241,,,,15364,13136,,,,14401,,13883,13034,7456,,,9185,9122,,7582,,,,,,2030,,2811,2694,,,,,,11401,,,,7753,3769,,,,,,,3650,7593,819,8438,10795,,,2219,1828,2307,,,5351,11830,,,,,9770,11243,1163,2600,12261,11656,10081,842,,5245
,11558,,,5291,4381,5751,,4889,,,2342,2779,,,,,4632,15028,,,,15037,,,,,,9062,11069,6242,,,,15365,13137,,,,14426,,13884,13059,7457,,,9186,9123,,7605,,,,,,2031,,2812,2695,,,,,,11402,,,,7770,3789,,,,,,,3673,7594,820,8439,10796,,,2220,1829,2308,,,5352,11831,,,,,10293,11244,1164,2601,12684,11657,10082,843,,5246
,11581,,,5292,4398,5752,,4908,,,2343,2780,,,,,4633, ,,,,15038,,,,,,9080,11087,6243,,,,15366,13138,,,,14446,,13906,13060,7476,,,9187,9124,,7606,,,,,,2032,,2813,2696,,,,,,11423,,,,7771,3790,,,,,,,3674,7610,821,8440,10797,,,2221,1830,2309,,,5353,11832,,,,,10294,11245,1186,2602,12685,11674,10083,844,,5247
,11582,,,5315,4399,5753,,4909,,,2344,2781,,,,,4651,,,,,15060,,,,,,9081,11088,6244,,,,15367,13139,,,,14447,,13907,13083,7477,,,9205,9125,,7607,,,,,,2052,,2814,2697,,,,,,11424,,,,7772,3791,,,,,,,3675,7611,822,8463,10817,,,2222,1831,2332,,,5354,11833,,,,,10318,11246,1187,2603,12708,11675,10084,860,,5248
,11583,,,5316,4400,5754,,4910,,,2345,2802,,,,,4652,,,,,15061,,,,,,9082,11089,6245,,,,15368,13140,,,,14448,,13908,13084,7478,,,9206,9126,,7608,,,,,,2053,,2815,2698,,,,,,11425,,,,7773,3792,,,,,,,3698,7612,823,8464,10818,,,2223,1832,2333,,,5355,11853,,,,,10319,11247,1188,2604,12709,11676,10085,861,,5249
,11606,,,5317,4401,5775,,4911,,,2366,2803,,,,,4653,,,,,15062,,,,,,9083,11090,6246,,,,15391,13141,,,,14449,,13909,13085,7479,,,9207,9127,,7609,,,,,,2054,,2816,2718,,,,,,11426,,,,7774,3793,,,,,,,3699,7613,824,8465,10819,,,2243,1851,2334,,,5376,11854,,,,,10344,11248,1189,2605,12710,11677,10104,862,,5268
,12102,,,5763,4402,5776,,4912,,,2367,2804,,,,,4654,,,,,15063,,,,,,9084,11091,6247,,,,15392,13142,,,,14450,,13933,13109,7480,,,9208,9128,,7631,,,,,,2055,,2817,2719,,,,,,11427,,,,7775,3794,,,,,,, ,7614,825,8466,10820,,,2244,1852,2335,,,5377,11855,,,,,10345,11249,1614,2625,12711,11678,10105,863,,5269
,12103,,,5786,4403,5777,,4913,,,2368,2805,,,,,4655,,,,,15064,,,,,,9085,11092,6248,,,,15393,13143,,,,14471,,14379,13110,7481,,,9209,9146,, ,,,,,,2056,,2818,2720,,,,,,11448,,,,7776,3814,,,,,,,,7615,826,8488,10821,,,2245,1853,2357,,,5378,11856,,,,, ,11250,1615,2626,12732,11679,10106,864,,5270
,12104,,,5787,4404,6349,,4914,,,2369,2806,,,,,4656,,,,,15085,,,,,,9105,11093,6266,,,, ,13162,,,,14472,,14380,13684,7482,,,9210,9147,,,,,,,,2057,,2832,2721,,,,,,11449,,,,7777,3815,,,,,,,,7616,827,8489,10822,,,2246,1854,2358,,,5379,11857,,,,,,11270,1616,2627,12733,11680,10107,865,,5271
,12105,,,5788,4405,6350,,4933,,,2370,2827,,,,,4657,,,,,15086,,,,,,9106,11094,6267,,,,,13163,,,,14473,,14381,13709,7502,,,9211,9148,,,,,,,,2058,,2833,2722,,,,,,11450,,,,7778,3816,,,,,,,,7617,845,8490,10842,,,2247,1855,2359,,,5380,11858,,,,,,11271,1617,2628,12734,11681,10108,866,,5272
,12106,,,5789,4406,6351,,4934,,,2371,2828,,,,,4658,,,,,15087,,,,,,9107,11113,6268,,,,,13164,,,,14474,,14382,13734,7503,,,9212,9149,,,,,,,,2078,,2834,3146,,,,,,11451,,,,7795,3817,,,,,,,,7618,846,8491,10843,,,2248,1856,2360,,,5381,11878,,,,,,11272,1618, ,12735,11682,10109,867,,5273
,12107,,,5790,4423,6352,,4935,,,2391,2829,,,,,4676,,,,,15088,,,,,,9108,11115,6269,,,,,13165,,,,14475,,14383,14359,7504,,,9231,9150,,,,,,,,2079,,2835,3147,,,,,,11452,,,,7796,3818,,,,,,,,7619,847,8492,10844,,,2249,1857,2382,,,5382,11879,,,,,,11273,1637,,12736,11683,10129,868,,5274
,12127,,,5811,4424,6353,,4936,,,2392,2854,,,,,4677,,,,,15089,,,,,,9109,11116,6270,,,,,13166,,,,15071,,14384, ,7505,,,9232,9151,,,,,,,,2080,,2836,3171,,,,,,11474,,,,7797,3839,,,,,,,,7620,848,8512,10845,,,2250,1877,2383,,,5383,11880,,,,,,11274,1638,,12737,11684,10130,869,,5293
,12128,,,5812,4425,6354,,4937,,,2393,14653,,,,,4678,,,,,15110,,,,,,9558,11117,6271,,,,,13167,,,,15072,,14404,,7506,,,9233,9152,,,,,,,,2081,,2837,3172,,,,,,11475,,,,7798,3840,,,,,,,,7634,849,8513,10846,,,2269,1878,2384,,,5401,11881,,,,,,11275,1639,,12756,11685,10131,886,,5294
,12129,,,5813,4426,6375,,4938,,,2394,14654,,,,,4679,,,,,15111,,,,,,9582,11118,6272,,,,,13168,,,,15073,,14405,,7507,,,9234,9171,,,,,,,,2082,,2838,3195,,,,,,12027,,,,7799,3841,,,,,,,,7635,850,8514,10847,,,2270,1879,2385,,,5402,11882,,,,,,11296,1640,,12757,11699,10132,887,,5295
,12130,,,5814,4427,6376,,4939,,,2395,14655,,,,,4680,,,,,15112,,,,,,9583,11142,6273,,,,,13188,,,,15074,,14406,,7527,,,9235,9172,,,,,,,,2083,,2839,3196,,,,,,12051,,,,7800,3842,,,,,,,,7636,851,8515,10848,,,2271,1880,2408,,,5403,12408,,,,,,11695,1641,,12758,11700,10133,888,,5296
,12131,,,5815,4428,6377,,4958,,,2396,14678,,,,,4681,,,,,15113,,,,,,9584,11516,6293,,,,,13189,,,,15075,,14407,,7528,,,9236,9173,,,,,,,,2103,,2840,3197,,,,,,12052,,,,7801,3843,,,,,,,,7637,852,8516,10867,,,2272,1881,2409,,,5404,12431,,,,,,11696,1642,,12759,11701,10134,889,,5297
,12132,,,5816,4429,6378,,4959,,,2415,14679,,,,,4682,,,,,15135,,,,,,9608,11538,6294,,,,,13190,,,, ,,14408,,7529,,,9256,9174,,,,,,,,2104,,2841,3198,,,,,,12076,,,,7802,4365,,,,,,,,7638,870,8517,10868,,,2273,1905,2410,,,5405,12432,,,,,,11697,1643,,12760,11702,10154,890,,5298
,12155,,,5817,4430,6379,,4960,,,2416,14680,,,,,4683,,,,,15136,,,,,,9609,11539,6295,,,,,13191,,,,,,14409,,7530,,,9257,9175,,,,,,,,2105,,2842,3219,,,,,,12077,,,,7803,4366,,,,,,,,7639,871,8518,10869,,,2274,1906,2433,,,5406,12433,,,,,,11698,1661,,12761,11703,10155,891,,5318
,12156,,,5836,4448,6974,,4961,,,2417,15253,,,,,4701,,,,,15137,,,,,,9610,11540,6296,,,,,13192,,,,,,14429,,7531,,,9258,9176,,,,,,,,2106,,2857,3220,,,,,,12099,,,,7821,4367,,,,,,,,7640,872,8538,10870,,,2275,2255,2434,,,5407,12454,,,,,,11720,1662,,12762,11704,10156,892,,5322
,12157,,,5837,4449,6975,,4962,,,2418,15254,,,,,4702,,,,,15160,,,,,,9633,11541,6319,,,,,13193,,,,,,14430,,7552,,,9259,9196,,,,,,,,2107,,2858,3221,,,,,,12100,,,,7822,4368,,,,,,,,7641,873,8539,10871,,,2294,2279,2459,,,5408,12455,,,,,,11721,1663,,12763,11705,10157,893,,5794
,12181,,,5838,4450,6976,,4963,,,2419,15255,,,,,4703,,,,, ,,,,,,9634,11542,6320,,,,,13638,,,,,,14431,,7553,,,9756,9197,,,,,,,,2629,,2859,3222,,,,,, ,,,,7823,4389,,,,,,,,7642,874,8540,10872,,,2295,2280,2932,,,5424,12456,,,,,,11722,1664,,12781,11706,10179,894,,5795
,12182,,,5839,4926,6977,,4964,,,2420,15278,,,,,4704,,,,,,,,,,,9635,11543,6321,,,,,13639,,,,,,14432,,7554,,,9757,9198,,,,,,,,2630,,2860,3223,,,,,,,,,,7824,4390,,,,,,,,7643,875,8541,10873,,,2296,2304,2933,,,5425,12457,,,,,,11723,1665,,12782,11707,10180,911,,5796
,12206,,,5840,4949,6978,,4965,,,2421,15279,,,,,4705,,,,,,,,,,,9636,11544,6344,,,,,13640,,,,,,14433,,7555,,,9758,9199,,,,,,,,2652,,2861,3224,,,,,,,,,,7825,4391,,,,,,,,7644,876,8542,10892,,,2297,2305,2958,,,5426,12458,,,,,,11724,1666,,12783,11708,10181,912,,5818
,12207,,,5841,4950,6979,,4983,,,2442,15280,,,,,4706,,,,,,,,,,,9657,11563,6345,,,,,13641,,,,,,14434,,7579,,,9759,9200,,,,,,,,2653,,2862,3243,,,,,,,,,,7827,4392,,,,,,,,7659,877,8543,10893,,,2298,2326,2959,,,5427,12478,,,,,,11744,1667,,12784,11709,10633,913,,5819
,12728,,,5842,4951, ,,4984,,,2443,15281,,,,,4707,,,,,,,,,,,9658,11564,6346,,,,,13642,,,,,,14454,,8003,,,9781,9222,,,,,,,,2654,,2863,3244,,,,,,,,,,7828,4393,,,,,,,,7660,895,8544,10894,,,2299,2327,2960,,,5428,12479,,,,,,11745,1668,,12785,11725,10652,914,,5820
,12729,,,5861,4952,,,4985,,,2444,15302,,,,,4708,,,,,,,,,,,9659,11565,6767,,,,,13660,,,,,,14455,,8004,,,9782,9223,,,,,,,,2655,,2864,3245,,,,,,,,,,8301,4414,,,,,,,,7661,896,8563,10895,,,2300,2328,2983,,,5429,12480,,,,,,11746,1685,,12786,11726,10653,915,,5821
,12730,,,5862,4953,,,4986,,,2445,15303,,,,,4731,,,,,,,,,,,9660,11566,6768,,,,,13661,,,,,,14456,,8005,,,9783,9224,,,,,,,,2656,,2865,3246,,,,,,,,,,8302,4415,,,,,,,,7662,897,8564,10896,,,2320,2329,2984,,,5430,12481,,,,,,11747,1686,,12787,11727,10654,916,,5822
,12731,,,5863,4954,,,4987,,,2446,15304,,,,,4732,,,,,,,,,,,9661,11567,6772,,,,,13662,,,,,,14457,,8028,,,9784,9701,,,,,,,,2678,,2866,3247,,,,,,,,,,8322,4416,,,,,,,,7663,898,8565,10919,,,2321,2330,3008,,,5431,12482,,,,,,11748,1687,,12788,11728,10655,917,,5843
,12752,,,5864,4973,,,4988,,,2468,15305,,,,,5155,,,,,,,,,,,9662,11568,6773,,,,,13663,,,,,,14458,,8029,,,9785,9723,,,,,,,,2679,,2867,3248,,,,,,,,,,8323,4417,,,,,,,,7664,899,8566,11344,,,2322,2331,3009,,,5432,12483,,,,,,11749,1688,,12806,11729,10656,918,,5844
,12753,,,5865,4974,,,4989,,,2469,15327,,,,,5177,,,,,,,,,,,9682,11569,6792,,,,,13664,,,,,,14459,,8030,,,9806,9724,,,,,,,,2680,,2882,3249,,,,,,,,,,8326,4418,,,,,,,,7665,900,8567,11345,,,2323,2351,3033,,,5433,12504,,,,,,11768,1689,,12807,11730,10657,937,,5845
,12754,,,5866,4975,,,5459,,,2470,15328,,,,,5178,,,,,,,,,,,9683,11570,6793,,,,,13665,,,,,,14480,,8031,,,9807,9725,,,,,,,,2681,,2883,3268,,,,,,,,,,8327,4439,,,,,,,,7666,901,8568,11368,,,2324,2352,3034,,,5434,12505,,,,,,11769,1690,,12808,11731,10658,938,,5846
,12755,,,5867,4976,,,5460,,,2471,15329,,,,,5179,,,,,,,,,,,9684,11587,6794,,,,,13666,,,,,,14481,,8032,,,9808,9726,,,,,,,,2703,,2884,3269,,,,,,,,,,8328,4440,,,,,,,,7667,919,8569,11369,,,2325,2353,3557,,,5449,12506,,,,,,11770,1691,,12809,11732,10659,939,,5847
,13378,,,5886,4977,,,5461,,,2472,15330,,,,,5180,,,,,,,,,,,9685,11588,6795,,,,,13667,,,,,,14482,,8053,,,9809,9727,,,,,,,,2704,,2885,3270,,,,,,,,,,8346,4441,,,,,,,,7668,920,8570,11370,,,2346,2354,3583,,,5450,12507,,,,,,11771,1692,,12810,11733,10677,940,,5868
,13379,,,5887,4978,,,5462,,,2493,15353,,,,,5181,,,,,,,,,,,9686,11589,6796,,,,,13685,,,,,,14483,,8054,,,9810,9728,,,,,,,,2705,,2886,3271,,,,,,,,,,8347,4442,,,,,,,,7669,921,8590,11371,,,2348,2355,3584,,,5451,13080,,,,,,11772,1693,,12811,11734,10678,941,,5869
,14003,,,5888,4979,,,5463,,,2494,15354,,,,,5182,,,,,,,,,,,9687,11590,6797,,,,,13686,,,,,,14484,,8055,,,9811,9729,,,,,,,,2706,,2887,3272,,,,,,,,,,8348,4443,,,,,,,,7685,922,8591,11393,,,2349,2356,3608,,,5452,13081,,,,,,11773,1711,,12812,11750,10679,942,,5870
,14004,,,5889,4980,,,5464,,,2495,15355,,,,,5183,,,,,,,,,,,9707,11591,6798,,,,,13687,,,,,,14506,,8056,,,9831,9746,,,,,,,,2707,,2888,3273,,,,,,,,,,8349,4444,,,,,,,,7686,923,8592,11394,,,2350,2376,3609,,,5453,13082,,,,,,11774,1712,,12813,11751,10680,964,,5871
, ,,,5890,4981,,,5465,,,2496, ,,,,,5201,,,,,,,,,,,9708,11592,6799,,,,,13688,,,,,,14507,,8057,,,9832,9747,,,,,,,,2728,,2889,3274,,,,,,,,,,8350,4966,,,,,,,,7687,924,8593,11395,,,2843,2377,3633,,,5454,13104,,,,,,11792,1713,,12832,11752,10681,965,,5872
,,,,5891,4982,,,5484,,,2497,,,,,,5202,,,,,,,,,,,9709,11593,6816,,,,,13689,,,,,,14508,,8078,,,9833,9748,,,,,,,,2729,,2890,3293,,,,,,,,,,8351,4990,,,,,,,,7688,925,8594,11396,,,2844,2378,3634,,,5455,13105,,,,,,11793,1714,,12833,11753,10682,1364,,5893
,,,,5892,4998,,,5485,,,2943,,,,,,5203,,,,,,,,,,,9710,11594,6817,,,,,13690,,,,,,14509,,8079,,,9834,9749,,,,,,,,2730,,2891,3294,,,,,,,,,,8352,4991,,,,,,,,7689,926,8616,11418,,,2845,2379,3659,,,5456,13106,,,,,,11794,1715,,12834,11754,10683,1365,,5894
,,,,5912,4999,,,5486,,,2944,,,,,,5204,,,,,,,,,,,9711,11595,6818,,,,,13691,,,,,,14531,,8080,,,9835,9750,,,,,,,,2731,,2907,3295,,,,,,,,,,8353,4992,,,,,,,,7690,947,8617,11419,,,2846,2380,14858,,,5457,13107,,,,,,11795,1716,,12835,11755,10684,1366,,5895
,,,,5913,5000,,,5487,,,2967,,,,,,5205,,,,,,,,,,,9732,11611,6819,,,,,13692,,,,,,14532,,8081,,,9836,9751,,,,,,,,2732,,2908,3296,,,,,,,,,,8370,5014,,,,,,,,7691,948,8641,11420,,,2847,2381,14859,,,5458,13108,,,,,,11796,1717,,12836,11756,10685,1367,,5896
,,,,5914,5001,,,5488,,,2968,,,,,,5206,,,,,,,,,,,9733,11612,6820,,,,,13710,,,,,,14533,,8082,,,9857,9752,,,,,,,,3277,,2909,3297,,,,,,,,,,8371,5015,,,,,,,,7692,949,9063,11421,,,2848,2401,14885,,,5474,13730,,,,,,11797,1736,,12837,11757,10702,1386,,5897
,,,,5915,5002,,,5489,,,2969,,,,,,5207,,,,,,,,,,,9734,11613,6821,,,,,13711,,,,,,14534,,8103,,,9858,9753,,,,,,,,3278,,2910,3298,,,,,,,,,,8372,5016,,,,,,,,7693,950,9064,11422,,,2868,2402,15406,,,5475,13731,,,,,,11798,1737,,12838,11758,10703,1387,,5918
,,,,5916,5003,,,5490,,,2970,,,,,,5208,,,,,,,,,,,9735,11614,6822,,,,,13712,,,,,,14557,,8104,,,9859,9771,,,,,,,,3279,,2911,3299,,,,,,,,,,8373,5017,,,,,,,,7694,951,9065,11443,,,2869,2403,15407,,,5476,13732,,,,,,11799,1738,,12857,11775,10704,1388,,5919
,,,,5917,5004,,,5491,,,2991,,,,,,5209,,,,,,,,,,,10284,11615,6823,,,,,13713,,,,,,14558,,8105,,,9860,9772,,,,,,,,3280,,2912,3318,,,,,,,,,,8374,5039,,,,,,,,7711,975,9066,11444,,,2870,2404,15431,,,5477,13733,,,,,,11800,1739,,12858,11778,10705,1389,,5920
,,,,5939,5005,,,5510,,,2992,,,,,,5226,,,,,,,,,,,10285,11616,6824,,,,,13714,,,,,,14559,,8106,,,9861,9773,,,,,,,,3303,,2913,3319,,,,,,,,,,8375,5040,,,,,,,,7712,976,9088,11445,,,2871,2405,15432,,,5478, ,,,,,,11818,1740,,12859,11779,10706,1390,,5921
,,,,5940,5006,,,5511,,,2993,,,,,,5227,,,,,,,,,,,10309,11617,6825,,,,,13715,,,,,,15004,,8107,,,9883,9774,,,,,,,,3304,,2914,3320,,,,,,,,,,8376,5041,,,,,,,,7715,1001,9089,11446,,,2872,2406,15433,,,5479,,,,,,,11819,1741,,12860,11780,10707,1391,,5943
,,,,5941,5024,,,5512,,,2994,,,,,,5228,,,,,,,,,,,10310,11618,6841,,,,,13716,,,,,,15005,,8128,,,9884,9775,,,,,,,,3305,,2934,3321,,,,,,,,,,8377,5042,,,,,,,,7716,1374,9090,11447,,,2873,2407,15434,,,5480,,,,,,,11820,1761,,12861,11803,10708,1392,,6419
,,,,5942,5025,,,5513,,,2995,,,,,,5229,,,,,,,,,,,10311,11619,6842,,,,,13717,,,,,,15006,,8129,,,10382,9776,,,,,,,,3306,,2935,3322,,,,,,,,,,8378,5616,,,,,,,,7717,1376,9091,11468,,,2874,2426,15456,,,5481,,,,,,,11821,1762,,12862,11804,10709,1393,,6420
,,,,6436,5026,,,5514,,,2996,,,,,,5230,,,,,,,,,,,10334,11636,6843,,,,,13718,,,,,,15007,,8130,,,10383,9777,,,,,,,,3328,,2936,3323,,,,,,,,,,8395,5641,,,,,,,,7718,1398,9112,11469,,,2875,2427,15457,,,5482,,,,,,,11822,1763,,12885,11827,10710,1410,,6443
,,,,6437,5027,,,5515,,,2997,,,,,,5231,,,,,,,,,,,10335,11637,6844,,,,,13735,,,,,,15008,,8131,,,10384,9796,,,,,,,,3329,,2937,3324,,,,,,,,,,8396, ,,,,,,,,7737,1399,9113,11470,,,2894,2428,15458,,,5483,,,,,,,11823,1764,,12886,11852,10728,1411,,6444
,,,,6438,5028,,,5516,,,3016,,,,,,5232,,,,,,,,,,,10359,11638,6845,,,,,13736,,,,,,15009,,8153,,,10407,9797,,,,,,,,13303,,3383,3346,,,,,,,,,,8397,,,,,,,,,8163,1400,9114,11471,,,2895,2429,15459,,,5499,,,,,,,11824,1765,,12910,12251,10729,1412,,6445
,,,,6439,5029,,,5536,,,3017,,,,,,5233,,,,,,,,,,, ,11639,6846,,,,,13737,,,,,,15029,,8154,,,10408,9798,,,,,,,,13328,,3408,3347,,,,,,,,,,8398,,,,,,,,,8164,1401,9115,11472,,,2896,2430,15460,,,5500,,,,,,,11825,1786,,12911,12252,10730,1413,,6446
,,,,6440,5030,,,5537,,,3018,,,,,,5234,,,,,,,,,,,,11640,6847,,,,,13738,,,,,,15030,,8155,,,10409,9799,,,,,,,,13329,,3409,3348,,,,,,,,,,8399,,,,,,,,,8165,1422,9116,11473,,,2897,2431,15480,,,5501,,,,,,,11843,1787,,12935,12253,10731,1414,,6468
,,,,6441,5031,,,5538,,,3019,,,,,,5251,,,,,,,,,,,,11641,6848,,,,,13739,,,,,,15031,,8156,,,10432,9800,,,,,,,,13330,,3410,3795,,,,,,,,,,8400,,,,,,,,,8166,1423,9117,11492,,,2898,2432,15481,,,5502,,,,,,,11844,1788,,13307,12254,10732,1415,,6469
,,,,6461,5049,,,5539,,,3020,,,,,,5252,,,,,,,,,,,,11642,6849,,,,,13740,,,,,,15032,,8178,,,10433,9821,,,,,,,,13353,,3411,3796,,,,,,,,,,8401,,,,,,,,,8167,1424,9137,11493,,,2899,2451,15482,,,5503,,,,,,,11845,1789,,13308,12255,10733,1416,,6470
,,,,6462,5050,,,5540,,,3021,,,,,,5253,,,,,,,,,,,,11643,6865,,,,,13741,,,,,,15033,,8628,,,10434,9822,,,,,,,,13354,,3412,3797,,,,,,,,,,8402,,,,,,,,,8188,1425,9138,11494,,,2900,2452,15483,,,5504,,,,,,,11846,1811,,13309,12256,10734,1417,,6471
,,,,6463,5051,,,5541,,,3022,,,,,,5254,,,,,,,,,,,,11644,6866,,,,,13742,,,,,,15034,,8629,,,10435,9823,,,,,,,,13903,,3413,3819,,,,,,,,,,8403,,,,,,,,,8189,1426,9139,11495,,,2919,2453,15484,,,5505,,,,,,,11847,1812,,13310,12276,10735,1418,,6493
,,,,6464,5052,,,5560,,,3041,,,,,,5255,,,,,,,,,,,,11662,6867,,,,,13743,,,,,,15053,,8630,,,10458,9824,,,,,,,,13904,,3414,3820,,,,,,,,,,8420,,,,,,,,,8190,1444,9140,11496,,,2920,2454,15485,,,5506,,,,,,,11848,1813,,13311,12277,10753,1434,,6494
,,,,6465,5053,,,5561,,,3042,,,,,,5256,,,,,,,,,,,,11663,6868,,,,,13761,,,,,,15054,,8653,,,10459,9825,,,,,,,,13905,,3433,3821,,,,,,,,,,8421,,,,,,,,,8191,1445,9141,11497,,,2921,2455,15505,,,5507,,,,,,,11849,2242,,13331,12278,10754,1435,,6495
,,,,6466,5054,,,5562,,,3043,,,,,,5257,,,,,,,,,,,,11664,6869,,,,,13762,,,,,,15055,,8654,,,10460,9847,,,,,,,,13928,,3434,3822,,,,,,,,,,8422,,,,,,,,,8192,1446,9142,11498,,,2922,2456,15506,,,5524,,,,,,,11850,2264,,13332,12279,10755,1436,,6496
,,,,6467,5055,,,5563,,,3044,,,,,,5258,,,,,,,,,,,,11665,6870,,,,,13763,,,,,,15056,,8655,,,10483,9848,,,,,,,,13929,,3435,3823,,,,,,,,,,8423,,,,,,,,,8193,1447,9143,11517,,,2923,2457,15507,,,5525,,,,,,,11868,2265,,13333,12280,10756,1437,,6518
,,,,6486,5074,,,5564,,,3045,,,,,,5259,,,,,,,,,,,,11666,6871,,,,,13764,,,,,,15057,,8656,,,10484,10351,,,,,,,,13930,,3436,3844,,,,,,,,,,8424,,,,,,,,,8211,1448,9162,11518,,,2924,2458,15508,,,5526,,,,,,,11869,2266,,13334,12281,10757,1438,,6519
,,,,6487,5075,,,5565,,,3046,,,,,,5276,,,,,,,,,,,,11667,6872,,,,,13765,,,,,,15058,,8657,,,11008,10352,,,,,,,,13953,,3437,3845,,,,,,,,,,8425,,,,,,,,,8212,1449,9163,11519,,,2925,2476,15509,,,5527,,,,,,,11870,2267,,13335,12299,10758,1439,,6520
,,,,6488,5551,,,5583,,,3047,,,,,,5277,,,,,,,,,,,,11668,6873,,,,,13766,,,,,,15059,,8679,,,11009,10353,,,,,,,,13954,,3438,3846,,,,,,,,,,8426,,,,,,,,,8213,1450,9164,11520,,,2945,2477,15510,,,5528,,,,,,,11871,2268,,13336,12300,10759,1440,,6544
,,,,6489,5574,,,5584,,,3067,,,,,,5278,,,,,,,,,,,,11669,6874,,,,,13767,,,,,,15078,,8680,,,11033,10372,,,,,,,,13955,,3439,3847,,,,,,,,,,8427,,,,,,,,,8214,1451,9165,11521,,,2946,2478,15531,,,5529,,,,,,,11872,2287,,13355,12301,10760,1441,,6545
,,,,6490,5575,,,5585,,,3068,,,,,,5279,,,,,,,,,,,,11686,6891,,,,,13768,,,,,,15079,,8681,,,11034,10373,,,,,,,,13978,,3440,3848,,,,,,,,,,8428,,,,,,,,,8215,1452,9166,11522,,,2947,2479,15532,,,5530,,,,,,,11873,2288,,13356,12302,10778,1442,,7045
,,,,6491,5576,,,5586,,,3069,,,,,,5280,,,,,,,,,,,,11687,6892,,,,,13788,,,,,,15080,,8682,,,11059,10374,,,,,,,,13979,,3441,3869,,,,,,,,,,8446,,,,,,,,,8216,1470,9167,11523,,,2948,2480,15533,,,5531,,,,,,,11874,2289,,13357,12303,10779,1443,,7069
,,,,6492,5577,,,5587,,,3070,,,,,,5281,,,,,,,,,,,,11688,6893,,,,,13789,,,,,,15081,,8704,,,11060,10375,,,,,,,,14478,,3442,3870,,,,,,,,,,8447,,,,,,,,,8217,1471,9168,11545,,,2949,2481,15534,,,5532,,,,,,,11875,2290,,13358,12304,10780,1459,,7070
,,,,6511,5599,,,5588,,,3071,,,,,,5282,,,,,,,,,,,,11689,6894,,,,,13790,,,,,,15082,,8705,,,11084,10376,,,,,,,,14479,,3457,3871,,,,,,,,,,8448,,,,,,,,,8218,1472,9169,11944,,,2971,2482,15535,,,5549,,,,,,,11894,2291,,13359,12305,10781,1460,,7094
,,,,6512,5600,,,5589,,,3072,,,,,,5283,,,,,,,,,,,,11690,6895,,,,,13791,,,,,,15083,,8706,,,11085,10377,,,,,,,,14503,,3458,3872,,,,,,,,,,8449,,,,,,,,,8219,1473,9188,11969,,,2973,2483,15558,,,5550,,,,,,,11895,2292,,13360,12306,10782,1461,,7118
,,,,6513,5601,,,5590,,,3093,,,,,,5284,,,,,,,,,,,,11691,6896,,,,,13792,,,,,,15084,,8729,,, ,10397,,,,,,,,14504,,3459,3873,,,,,,,,,,8450,,,,,,,,,8220,1474,9189,11970,,,2974,2505,15559,,,5976,,,,,,,11896,2293,,13361,12307,10803,1462,,7119
,,,,6514,5602,,,5608,,,3094,,,,,,5301,,,,,,,,,,,,11692,6897,,,,,13793,,,,,,15105,,8730,,,,10398,,,,,,,,14505,,3460,3874,,,,,,,,,,8453,,,,,,,,,8235,1475,9190,11993,,,3472,2506,15560,,,5977,,,,,,,11897,2311,,13362,12308,10804,1463,,7144
,,,,6515,5603,,,5609,,,3095,,,,,,5302,,,,,,,,,,,,11693,6898,,,,,13814,,,,,,15106,,8731,,,,10399,,,,,,,,14528,,3461,3894,,,,,,,,,,8948,,,,,,,,,8236,1476,9191,11994,,,3473,2930,15583,,,5978,,,,,,,11898,2312,,13380,12324,10805,1464,, 
,,,,6516,5624,,,5610,,,3096,,,,,,5303,,,,,,,,,,,,11694,6899,,,,,13815,,,,,,15107,,8732,,,,10400,,,,,,,,14529,,3462,3895,,,,,,,,,,8949,,,,,,,,,8237,1477,9192,11995,,,3496,2931,15584,,,5979,,,,,,,11899,2313,,13381,12325,10806,1465,,
,,,,6517,5625,,,5611,,,3097,,,,,,5304,,,,,,,,,,,,11712,6917,,,,,13816,,,,,,15108,,8754,,,,10401,,,,,,,,14530,,3463,3896,,,,,,,,,,8950,,,,,,,,,8238,1495,9193,11996,,,3497,2953,15608,,,5980,,,,,,,11900,2314,,13382,12326,10828,1466,,
,,,,6537,5626,,,5612,,,3118,,,,,,5305,,,,,,,,,,,,11713,6918,,,,,13817,,,,,,15109,,9254,,,,10422,,,,,,,,14553,,3464,3897,,,,,,,,,,8951,,,,,,,,,8239,1496,9194,12018,,,3498,2954, ,,,6001,,,,,,,11920,2315,,13383,12327,10829,1467,,
