1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
2034,9632,1932,8116,3363,2526,3230,9315,3035,10997,12232,94,303,10360,11579,12825,64,3357,11876,3788,5299,4171,86,10835,5639,686,13057,11465,7158,10339,4396,4611,10808,11138,366,11291,4071,10552,9665,10698,5466,55,9937,5582,6158,12694,6735,7224,10668,4410,1910,6561,5672,3290,6689,131,3064,1510,1320,6886,11649,2278,13524,12042,8872,7764,12049,454,5900,719,7629,3286,9227,14776,11738,5633,549,6385,97,6067,8320,1096,5158,370,503,458,2735,14445,3504,9378,7433,1216,8051,5824,6618,547,393,51,260,9830,8255,138,12638,2820
2581,9654,1933,8139,3364,2527,3250,9338,3036,11020,12233,469,304,10361,11580,12826,65,3378,11877,3810,5323,4194,87,10836,5640,687,13058,11487,7159,10340,4397,4612,10809,11139,367,11816,4093,10553,10238,10699,5467,56,9959,5604,6159,12717,7258,7225,10669,4431,1934,6562,5673,3291,6713,152,3614,1533,1321,6887,11673,2301,13546,12066,8873,7765,12050,1003,5901,1291,7653,3287,9228,14777,11761,5634,550,6386,98,6566,8321,1097,5159,371,504,459,2736,14466,3505,9379,7434,1239,8052,5825,6619,570,410,52,261,9854,8256,139,12639,3343
2582,9655,1957,8140,3365,2528,3251,9339,3037,11021,12234,493,305,10385,11602,12827,66,3379,11901,3811,5324,4195,88,10859,5664,688,13630,11488,7183,10341,4419,4636,10810,11140,368,11817,4094,10576,10239,10700,5468,57,9960,5605,6160,12718,7282,7226,10670,4432,1935,6584,5696,3292,6714,153,3615,1534,1322,6888,12172,2302,13547,12067,8874,7788,12073,1004,5922,1292,8176,3288,9249,14778,11762,5635,551,6387,99,6589,8344,1098,5160,372,505,460,2759,14467,3506,9380,7435,1240,8075,5848,7142,571,411,53,282,9855,8257,140,12640,3344
2583,9656,1958,8141,3366,2529,3252,9363,3059,11022,12257,494,306,10386,11603,12850,67,3380,11902,3812,5325,4196,110,10860,5665,713,13631,11489,7683,10342,4420,4637,10832,11141,943,11838,4095,10577,10240,11276,5469,58,9961,5606,6183,12719,7283,7246,10693,4433,1959,6585,5697,3864,6715,154,3638,1535,1323,6908,12173,2303,13548,12091,8898,7789,12074,1005,5923,1293,8177,3310,9250,14801,11786,5636,573,6388,100,6590,8345,1121,5184,373,527,481,2760,14468,3529,9381,7436,1241,8076,5849,7143,572,412,54,283,9856,8258,141,13214,3345
2606,9679,2507,8665,3367,2530,3253,9364,3060,11045,12258,517,327,10387,11604,12851,89,3381,11903,3813,5348,4197,111,10861,5666,1211,13632,11490,7684,10343,4421,5210,10833,11163,966,11839,4096,10601,10263,11297,5470,59,9962,5607,6184,12742,7284,7247,10694,4434,2509,6586,5698,3865,6716,155,3639,1536,1344,6909,12174,2851,13549,12092,8899,7790,12075,1026,5924,1294,8200,3311,9251,14802,11787,5657,574,6389,101,6591,8369,1122,5185,374,528,482,2761,14469,3530,9882,7437,1265,8077,5850,7166,595,413,74,284,9879,8280,142,13215,3368
2607,9680,2508,8690,3388,2531,3254,9388,3061,11046,12259,518,328,10410,11605,12852,90,3382,11904,3835,5349,4219,112,10884,5667,1212,13633,11513,7708,10362,4943,5211,11432,11164,967,11840,4097,11126,10264,11298,5471,80,9984,5629,6185,12743,7285,7248,10695,4435,2510,6587,5721,3866,6738,156,3640,1558,1345,6910,12196,2852,14071,12116,8923,8338,12601,1027,5925,1295,8201,3312,9252,14803,11812,5658,575,6390,120,6592,8846,1696,5758,375,529,483,3333,14470,3531,9905,7458,1266,8100,6372,7167,596,414,75,285,9880,8281,143,13216,3369
2608,9681,2532,8691,3389,2549,3275,9389,3062,11047,12282,519,329,10411,12151,12875,639,3403,11905,3836,5350,4220,113,10885,5689,1235,13634,11514,7709,10363,4944,5235,11433,11165,968,11841,4098,11127,10265,11299,5472,81,9985,5630,6208,12767,7307,7249,11267,4456,2534,6608,5722,3867,6739,157,3663,1559,1346,6911,12197,2853,14072,12117,8924,8339,12622,1028,5926,1316,8202,3313,9253,14825,11813,5659,598,6393,121,6614,8870,1697,5759,394,530,484,3334,14492,3555,9906,7459,1267,8101,6373,7168,597,415,76,286,9881,8282,144,13238,3370
2609,9705,2533,8692,3390,2550,3276,9390,3084,11070,12283,541,330,10412,12152,12876,640,3404,11927,3837,5373,4221,135,10886,5690,1236,13655,11515,7710,10364,4945,5236,11434,11166,1592,11842,4118,11151,10266,11300,5473,82,9986,5631,6209,12768,7308,7250,11268,4457,2535,6609,5723,3868,6740,177,3664,1560,1347,6912,12198,2876,14095,12141,9400,8363,12623,1029,5946,1317,8203,3337,9275,14826,12335,6257,599,6394,122,6615,8871,1698,5782,395,531,485,3335,14493,3556,9907,7460,1814,8102,6374,7169,620,416,77,307,9903,8755,161,13239,3371
2610,9706,2557,8715,3391,2554,3826,9888,3085,11071,12284,542,331,10436,12153,12877,641,3405,11928,3838,5374,4222,136,10887,5691,1237,13656,12011,7732,10365,4946,5237,11435,11167,13390,11863,4119,11152,10288,11301,5492,83,9987,5655,6234,13217,7309,7251,11269,4458,2559,6610,6297,3889,6741,178,3665,1561,1348,6934,12199,2877,14096,12142,9423,8364,12625,1030,5947,1318,8225,3362,9801,14827,12336,6258,600,6410,123,6616,8895,1721,5783,396,552,506,3336,14494,4101,9908,7461,1815,8125,6396,7192,621,417,626,308,9904,8756,162,13240,3372
2631,9730,2558,8716,3392,2555,3827,9889,3086,11072,12285,543,352,10437,12154,12899,662,3406,11929,3861,5375,4223,160,10910,5692,1238,13657,12012,7733,10366,4947,5261,11457,11188,13391,11864,4120,11153,10289,11321,5493,84,10009,5656,6758,13218,7310,7271,11292,4459,2560,6611,6298,3890,6742,179,3688,1562,1368,6935,12221,2878,14097,12641,9424,8365,12626,1051,5951,1319,8226,3911,9802,14828,12360,6259,623,6411,124,6617,8896,1722,5784,397,553,507,3358,14495,4102,9929,7462,1816,8126,6397,7193,622,418,627,309,10378,8757,163,13241,3393
2632,9731,3132,8717,3415,2556,3828,9913,3087,11620,12309,544,353,10461,12176,12900,663,3407,11930,3862,5398,4244,660,10911,5693,1261,13658,12013,7734,10367,4948,5262,11458,11189,13392,11865,4121,11176,10290,11322,5494,106,10010,6153,6759,13219,7311,7272,11293,4481,2584,6612,6322,3891,6763,180,3689,1563,1369,6936,12222,2901,14098,12666,9425,8366,12647,1052,5972,1340,8227,3912,9826,15376,12361,6283,624,6412,125,6638,8897,1723,5785,398,554,508,3359,15043,4103,9930,7483,1838,8127,6398,7194,1146,435,648,310,10379,8778,164,13263,3394
2633,10204,3133,8740,3416,3101,3829,9914,3585,11621,12310,565,354,10462,12177,12924,664,3427,11952,3863,5399,4245,685,10912,5714,1262,13659,12014,7735,10368,4967,5860,12057,11190,13414,11866,4122,11177,10888,11323,5495,107,10011,6154,6760,13242,7332,7273,11294,4482,3134,6634,6323,3892,6764,181,3690,1582,1370,6960,12223,2902,14099,12691,9447,8388,12648,1053,6476,1341,8228,3935,9827,15377,12362,6284,625,6413,126,6639,8919,1747,6382,399,555,509,3360,15044,4104,9931,7484,1839,8151,6399,7195,9924,436,649,311,10380,8779,165,13264,3395
2634,10205,3157,8741,3417,3102,3830,9915,3586,11645,12882,566,355,10487,12178,12925,665,3428,11953,3886,5400,4246,710,11459,5715,1263,13680,12015,7736,10369,4968, ,12058,11191,13415,11867,4143,11178,10889,11324,5496,108,10012,6155,6783,13243,7333,7274,11295,4483,3159,6635,6347,3893,6765,182,3714,1583,1371,6961,12224,2903,14120,12716,9448,8389,12649,1054,6497,1342,8229,3936,9828,15378,12363, ,1076,6414,145,6640,8920,2347,6383,400,556,510,3361,15067,4105,9932,7485,1840,8152,6400,7217,9949,437,650,312,10381,8780,166,13265,3396
2635,10206,3158,8742,3913,3124,3831,9916,3587,11646,12883,567,377,10986,12179,13401,666,3429,11954,3887,5948,4247,711,11460,5716,1264,13681,12036,7757,10388,4969,,12059,11192,13416,11887,4144,11201,10890,11325,5497,109,10036,6156,6784,13244,7334,7275,11318,4484,3184,6636,6348,3915,6766,183,4240,1584,1372,7508,12246,2904,14121,12741,9449,8390,12650,1055,6498,1343,8250,3937,9849,15379,12385,,1101,6415,146,6641,8921,2372,6407,419,576,532,3384,15068,4126,9933,7486,1841,8626,6401,7218,10470,438,651,332,10402,8781,167,13288,3397
2636,10229,3183,8765,3914,3125,3849,9938,3610,11647,12884,568,378,11010,12180,13402,689,3430,11955,3888,5949,4248,712,11461,5717,1286,13682,12037,7758,10389,4970,,12060,11214,13417,11888,4145,11202, ,11326,5498,132,10485,6157,6785,13266,7335,7297,11319,5010,3759,6637, ,3916,6789,203,4264,1585,1373,7509,12247,2926,14122, ,9450,8391,12651,1079,6499,1890,8251, ,9850,15401,12386,,1123,6416,147,6642,8922,2972,6408,420,577,533,3385,15069,4127,9954,7487,1842,8650,6402,7219,10471,439,652,333,10403,8782,168,13289,3418
2657,10230, ,8766,3938,3126,3850,9939,3611,11670,12908,569,380,11011,12202,13426,690,3431,11977,4386,5950,4269,735,11484,5718,1287,13683,12038,7759,10390,4971,,12082,11763,13439,11889,4146,11226,,11327,5517,133,10486,6176,6809,13267,7336,7298,11320,5034, ,6661,,3917,6790,204,4265,1586,1394,7510,12248,2927,14123,,9472,8413,12652,1629,6500,1891,8252,,9851,15402,12387,,1124,6417,148,6643,8944, ,6409,421,578,534,3386,15070,4128,9955,7488,1864,8651,6421,7220,10472,440,653,334,10404,8803,185,13290,3419
2658,10231,,8767,3939,3127,3851,9940,3612,11671,12909,591,878,11035,12203,13427,691,3432,11978,4387,5973,4270,736,11485,5739,1288,13705,12039,7760,10391,4972,,12083,11764,13440,11890,4147,11776,,11346,5518,134,10509,6177,6810,13268,7358,7299,11893,5035,,7160,,3942,6791,205,4289,1587,1395,7511,12249,2928,14124,,9473,8414,12672,1653,6501,1892,8253,,9852,15403,12388,,1125,6418,149,6644,8945,,7007,422,579,535,3959,15091,4129,9956,8010,1865,8652,6422,7243,10473,441,654,335,10405,8804,186,13839,3420
2659,10232,,9291,3940,3128,3852,9941,3613,11672,13533,592,879,11036,12204,13450,714,3452,11979,4388,5974,4271,737,11486,5740,1311,13706,12040,7761,10392,4993,, ,11765,13441,11891,4694,11777,,11347,5519,158,10510,6178,7385,13269,7359,7300,11918,5056,,7161,,4465,6815,206,4290,1588,1396,7512,12272,2929,14145,,9474,8415,12673,1654,6521,1893,8254,,9853,15404,12411,,1126,6442,150,6663,8946,,7008,423,580,557,3960,15092,4130,9957,8011,1866,8675,6423,7244,10494,442,673,336,10406,8805,187,13840,3421
2660,10233,,9316,3941,3129,3853,9963,3635,12271, ,593,880,11037,12205,13451,715,3453,11980,4411,5975,4272,760,11509,5741,1312,13707,12061,7762,10393,4994,,,11788,13442,11892,4695,11801,,11348,5520,159,10511,6179, ,13291,7360,7323,11919,5057,,7162,,4466,7312,207,4291,1589,1397,7513,12273,2950,14146,,9475,8988,12674,1655,6522,1894,8276,,9874,15426,12412,,1147,6889,151,6664,8947,,7032,424,581,558,3984,15093,4131,9958,8033,1867,8676,6424,7245,10495,443,674,337,10426,8806,188,13841,3422
2682,10254,,9317,3963,3130,3854,9964,3636,12296,,594,881,11061,12227,13452,716,3454,12002,4412,5997,4273,1360,11510,5742,1313,13708,12062,7781,10394,4995,,,11789,13464,11912,4696,11802,,11349,5521,631,10534,6180,,13292,7383,7324,11943,5058,,7184,,4467,7313,228,4314,1590,1419,7532,12274,2951,14147,,9497,8989,12675,1678,6523,1895,8277,,9875,15427,12413,,1148,6890,169,6665,8968,,7033,425,582,559,3985,15094,4132,9978,8034,2439,8677,6425,7270,10496,461,675,356,10427,8807,189,13863,3443
2683,10255,,9340,3964,3131,3855,9965,3637, ,,617,882,11062,12228,13474,1289,3455,12003,4413,5998,4298,1385,11511,5743,1314,14232,12063,7782,10413,4996,,,11790,13465,11913,4718,11826,,11350,5522,632,10535,6181,,13293,7384,7826, ,5059,,7185,,4468,7314,229,4315,1591,1420,7533,12773,2952,14148,,9498,9013,12676,1679,6524,1915,8278,,9876,15428,12436,,1149,6913,170,6666,8969,,7632,444,601,560,4009,15095,4153,9979,8035,2440,8678,6426,7742,10497,462,676,357,10428,8829,190,13864,3943
2684,10256,,9341,3965,3148,3875,9966,3660,,,618,902,11086,12229,13475,1290,3456,12004,4436,5999,4793,11961,11512,5744,1335,14233,12064,7783,10414,4997,,,11791,13466,11914,4719,11851,,11922,5523,633,10536,6182,,13294,7882,7846,,5060,,7186,,4489,7337,230,4340,1607,1421,7534,12796,2975,14149,,9499,9014,12677,1680,6525,1916,8279,,9877,15451,12437,,1150,6914,171,6667,8970,,7633,445,602,583,4010,15117,4154,9980,8036,2441,8700,6427,7743,10498,463,677,358,10429,8830,191,13865,3944
3206,10257,,9342,3966,3149,3876,9988,3661,,,619,903,11661,12230,13476,1315,3481,12502,4437,6000,4794,12535,12086,6264,1336,14255,12065,7784,10415,5018,,,11814,14015,11915,4720, ,,11923,6044,655,10537,6202,,13316,7883,7847,,5081,,7187,,4490,7338,231,4890,1608,1896,7535,12797,3476,14170,,9500,9015,12698, ,6526,1917,8303,,9878,15452,12438,,1151,6915,172,6668,8971,,7657,449,603,584, ,15118,4155,9981,8037,2463,8701,6447,7766,10499,464,678,359,10430,8831,192,13866,3968
3207,10258,,9365,3967,3150,3877,9989,3662,,,643,904, ,12231,13477, ,3928,12503,4438,6022,4817,12560, ,6265,1337,14256,12087,7785,10416,5019,,,11815,14016,11916,4721,,,11924,6045,656,10559,6203,,13317,7884,7848,,5082,,7188,,4491,7339,705,4915,1609,1897,7536,12798,3477,14171,,9522,9016,12699,,6546,1918,8304,,9899,15453,12985,,1172,6916,173,6669,8993,,7658,450,604,585,,15119,4156,9982,8058,2464,8702,6448,7767,10518,465,679,360,10431,8832,193,13888,3969
3208,10279,,9366,3988,3151,3878,9990,3684,,,644,905,,12777,13478,,3929,12527,4460,6023,4818,12561,,6289,1338,14257,12088,7806,10417,5020,,,12389,14017,11917,4722,,,11925,6046,657,10560,6204,,13318,7906,7849,,5083,,7208,,4492,7340,728,4916,1610,1921,7537,12799,3501,14172,,9523,9038,12700,,6547,1919,8800,,9900,15476,12986,,1173,6937,174,6690,8994,, ,474,605,608,,15120,4157,9983,8059,2465,8703,6449,7768,10519,466,698,361,10453,8833,210,13889,3970
3209,10280,,9367,3989,3152,3879,10013,3685,,,645,906,,12778,13500,,3930,12528,4461,6024,4819,12585,,6290,1339,14258,12089,7807,10418,5021,,,12390,14018,11937,4723,,,11926,6047,658,10561,6205,,13319,7907,7850,,5084,,7209,,4493,7361,729,4940,1611,1922,7558,12821,3502,14173,,9524,9039,12701,,6548,1920,8801,,10451,15477,12987,,1174,6938,175,6691,8995,,,475,606,609,, ,4179,10002,8060,2466,8725,6450,7769,10520,467,699,381,10454,8855,211,13890,3971
3231,10281,,9391,3990,3153,3880,10014,3686,,,646,907,,12779,13501,,3931,12529,4462,6025,4820,12586,,6291,1361,14259,12090,7808,10419,5022,,, ,14039,11938,4743,,,11945,6068,659,10562,6206,,13320,7908,7851,,5085,,7210,,4514,7362,730, ,1612,1923,7559,12822,3525,14174,,9525,9040,12702,,6549,1940,8802,,10452,15478,12988,,1175,6939,176,6692,9446,,,944,607,1006,,,4180,10003,8061,2467,8726,6451,7791,10521,468,700,382,10455,8856,212,13891,3972
3232,10282,,9942,3991,3154,3900,10015,3687,,,647,927,,12780,13502,,3952,12530,4463,6048,4821,12587,,6292,1362,14280,12113,7809,10438,5043,,,,14040,11939,4744,,,11946,6069,680,10584,6207,,13341,7909,7852,,5106,,7211,,4515,7363,731,,1613,1945,7560,12823,3526,14720,,9548,9664,12724,,6550,1941,8825,,10476, ,13010,,1176,6940,194,6693,9470,,,945,628,1007,,,4181,10004,8062,2489,8727,6472,7792,10522,486,701,383,10456,8857,213,13913,3973
3233,10283,,9967,3992,3155,3901,10563,3709,,,1093,928,,12802,13525,,3953,12552,4464,6599,4822,12610,,6314,1363,14281,12114,7832,10439,5044,,,,14041,11940,4745,,,11947,6070,681,10585,6228,,13342,7910,7871,,5107,,7212,,4516,7364,752,,1633,1946,7561,12824,3527,14721,,9549, ,12725,,6551,1942,8826,,10477,,13011,,1197,6941,195,6717,9471,,,946,629,1008,,,4182,10005,8063,2490,8728,6473,7793,10523,487,702,384,10457,8858,214,13914,3993
3234,10304,,9991,4013,3156,3902,10564,3710,,,1094,929,,12803,13550,,3954,12553,4485,6624,4823,12611,,6315,1835,14282,12115,7833,10440,5045,,,,14042,11941,4746,,,11948,6071,682,10586,6229,,13343,7911,7872,,5108,,7233,,4517,7365,753,,1634,1947,7562,12846,3528,14722,,9550,,12749,,6552,1943,8827,,10478,,13012,,1198,6962,196,7189,9495,,,969,630,1031,,,4203,10006,8083,2491,8750,6474,7794,10524,488,703,385,10474,8859,215,13915,3994
3235,10305,,9992,4014,3173,3903,10565,3711,,,1117,930,,12804,14051,,3955,12554,4486,6649,4841,12635,,6316,1836,14283,12139,7857,10441,5046,,,,14043,12414,4747,,,11949,6072,683,10587,6230,,13344,7931,7873,,5109,,7234,,4518,7366,754,,1635,1948,7583,12847,3550,14723,,9574,,12750,,6570,1944,8828,,10500,,13013,,1199,6963,197,7190,9496,,,970,1077,1032,,,4204,10007,8084,2492,8751,6475,7816,10543,489,704,809,10475,8880,216,14465,3995
3255,10306,, ,4015,3174,3904,10566,3712,,,1118,931,,12805,14052,,3956,12555,4487,6674,4842,12636,,6317,1837,14284,12140,8306,10442,5069,,,,14044,12415,4748,,,11950,6073,684,10609,6231,,13366,7932,7874,,5110,,7235,,4540,7387,755,,1636,1969,7584,12848,3551,14724,,9575,,13226,,6571,1964,8850,, ,,13035,,1200,6964,198,7191,9519,,,971,1078,1033,,,4205,10507,8085,3065,8752,6973,7817,10544,490,726,834,10479,8881,217,14489,3996
3256,10307,,,4016,3175,3905,10567,3713,,,1119,952,,12828,14076,,3957,12577,4488, ,4843,12660,,6318,1859,14304,12661,8307,10443,5070,,,,14045,12416,4768,,,11951,6092,706,10610,6232,,13367,7933,7875,,5131,,7236,,4541,7388,756,,1660,1970,7585,12849,3552,14745,,10023,,13250,,6572,1965,8851,,,,13036,,1222,6965,199,7213,9520,,,972,1080,1034,,,4226,10508,8086,3066,8753,6997,7818,10545,491,727,858,10480,8882,218,14490,3997
3257,10308,,,4017,3176,3925,10588,3734,,,1120,953,,12829,14077,,3958,12578,4511,,4844,13160,,6340,1860,14305,12662,8308,10444,5542,,,,14064,12417,4769,,,11971,6093,707,10611,6233,,13368,7934,7876,,5132,,7237,,4542,7389,777,,2133,1971,7586,12871,3553,14746,,10024,,13251,,6573,1966,8852,,,,13037,,1223,6966,200,7214,9521,,,973,1102,1056,,,4227,10530,8087,3088,8776,6998,7819,10546,492,1251,859,10481,8883,219,14491,3998
3258,10329,,,4038,3177,3926,10589,3735,,,1141,954,,12830,14100,,3977,12579,4512,,4845,13161,,6341,1861,14306,12663,8331,10463,5543,,,,14065,12439,4770,,,11972,6094,708,10612,6253,,13369,7935,7877,,5135,,7259,,4543,7390,778,,2134,1972,8132,12872,3554,14747,,10025,,13252,,6574,1967,8853,,,,13038,,1224,6986,201,7215,9543,,,974,1103,1057,,,4228,10531,8088,3089,8777,6999,7820,10547,511,1252,883,10482,8905,236,14514,4018
3259,10330,,,4039,3178,3927,10590,3736,,,1142,955,,12831,14101,,3978,12580,4513,,4846,13185,,6342,1862,14307,12664,8332,10464,5544,,,,14066,12440,4771,,,11973,6095,709,10634,6254,,13393,7936,7896,,5660,,7260,,4567,7391,779,,2135,1973,8133,12873,3574,14748,,10047,,13272,,6575,1968,8854,,,,13061,,1225,6987,202,7216,9544,,,994,1104,1058,,,4229,10532,8108,3090,9276,7000,7842,10548,512,1273,884,10503,8906,237, ,4019
3260,10331,,,4040,3179,4451,10591,3737,,,1143,956,,12853,14102,,3979,12602,5011,,4847,13186,,6343,1863,14308,12665,8333,10465,5545,,,,14067,12441,4772,,,11974,6096,732,10635,6255,,13394,7937,7897,,5661,,7261,,5114,7413,780,,2136,1974,8134,12874,3575,14749,,10048,,13273,,6576,1989,8875,,,,13062,,1247,6988,220,7238,9545,,,995,1105,1059,,,4249,10533,8109,3091,9277,7001,7843,10549,513,1274,885,10504,8907,238,,4020
3261,10332,,,4041,3180,4452,10592,3738,,,1144,977,,12854,14103,,3980,12603,5012,,4848,13187,,6365,1886,14309,12686,8334,10466,5546,,,,14068,12442,4773,,,11975,6097,733,10636,6256,,13867,7957,7898,,5681,,7262,,5115,7414,781,,2158,1993,8135,12896,3576,14770,,10049,,13274,,6577,1990,8876,,,,13610,,1248,6989,221,7239,9546,,,996,1127,1060,,,4250,10554,8110,3092,9278,7002,7844,10550,514,1275,908,10505,8908,239,,4021
3281,10333,,,4042,3181,4453,10613,4208,,,1145,978,,12855,14125,,3981,12604,5013,,4868,13210,,6366,1887,14329,12687,8356,10467,5547,,,,14069,12462,4795,,,11976,6098,734,10637,6279,,13868,7958,7899,,5682,,7286,,5116,7415,782,,2159,1994,8136,12897,3577,14771,,10050,,13275,,6596,1991,8877,,,,13611,,1249,6990,222,7240,9547,,,997,1128,1081,,,4274,10555,8111,3114,9300,7021,7845,10568,515,1276,909,10506,8930,240,,4022
