1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
, 610, 8792,,, 4990, 1690, 11192, 2834,, 11657, 11471,, 9279,,, 5770,, 11080, 13235,, 3439, 3894, 9006, 4281, 1485, 12141, 3810,,,,,, 6573,,, 3010,,, 6645,,, 880,,, 12084, 4024,, 1773,,,,,,, 8667,,, 8588, 3377, 9049,, 14638,, 7639, 3528,, 12867, 13103,, 9442, 7609, 9089, 11043,, 10648, 7485, 6345,, 13448,, 8996, 670, 1158, 14431, 6638,, 1075, 6337,, 15512,, ,,, 3916, 872
, 611, 8810,,, 4991, 1691, 11193, 2835,, 11658, 11472,, 9280,,, 5771,, 11081, 13236,, 3440, 3895, 9007, 4299, 1486, 12142, 3811,,,,,, 6574,,, 3011,,, 6646,,, 881,,, 12085, 4045,, 1774,,,,,,, 8668,,, 8589, 3378, 9050,, 14639,, 7640, 3529,, 12888, 13503,, 9443, 7625, 9090, 11044,, 10649, 7486, 6367,, 13449,, 8997, 671, 1159, 14432, 6639,, 1093, 6338,, ,,,,, 3917, 873
, 612, 8811,,, 4992, 1692, 11194, 3279,, 11659, 11473,, 9281,,, 5772,, 11082, 13237,, 3441, 4369, 9008, 4300, 1487, 12163, 3830,,,,,, 6593,,, 3012,,, 6647,,, 882,,, 12086, 4046,, 1775,,,,,,, 8669,,, 8590, 3379, 9051,, 14660,, 7641, 3549,, 12889, 13527,, 9444, 7628, 9091, 11045,, 10650, 7487, 6368,, 13450,, 8998, 672, 1179, 14433, 6640,, 1094, 6339,,,,,,, 3918, 874
, 613, 8812,,, 4993, 1713, 11195, 3280,, 11660, 11474,, 9282,,, 5773,, 11083, 13238,, 3442, 4370, 9009, 4301, 1488, 12164, 3831,,,,,, 6594,,, 3013,,, 6648,,, 901,,, 12109, 4047,, 1794,,,,,,, 8692,,, 8591, 3400, 9052,, 14661,, 7661, 3550,, 12890, 13528,, 9445, 7629, 9092, 11046,, 10671, 7488, 6369,, 13469,, 9570, 673, 1180, 14453, 6660,, 1095, 6340,,,,,,, 3937, 875
, 614, 8813,,, 5015, 1714, 11196, 3304,, 11661, 11475,, 9302,,, 5774,, 11084, 13258,, 3464, 4371, 9010, 4302, 1489, 12165, 3832,,,,,, 6595,,, 3033,,, 6649,,, 902,,, 12110, 4048,, 1795,,,,,,, 8693,,, 8609, 3401, 9053,, 14662,, 7662, 3551,, 12891, 13529,, 9466, 7630, 9093, 11047,, 10672, 7509, 6370,, 13470,, 9571, 674, 1181, 14454, 6661,, 1096, 6939,,,,,,, 3938, 891
, 615, 8814,,, 5493, 1715, 11197, 3305,, 11682, 11498,, 9303,,, 5775,, 11104, 13259,, 3465, 4372, 9011, 4303, 1490, 12166, 3833,,,,,, 6596,,, 3034,,, 6650,,, 903,,, 12684, 4049,, 1796,,,,,,, 8694,,, 8610, 3402, 9054,, 14663,, 7663, 3552,, 12892, 13551,, 9467, 7631, 9115, 11048,, 10673, 7510, 6392,, 13471,, 9594, 675, 1182, 14455, 6662,, 1097, 6962,,,,,,, 3939, 892
, 616, 8815,,, 5515, 1716, 11198, 3306,, 11683, 11922,, 9304,,, 5794,, 11105, 13260,, 3466, 4394, 9030, 4304, 1507, 12167, 3834,,,,,, 6597,,, 3035,,, 6668,,, 904,,, 12685, 4070,, 1797,,,,,,, 8717,,, 8611, 3403, 9074,, 14664,, 7664, 3553,, 12912, 13552,, 9468, 7632, 9116, 11049,, 10674, 7511, 6393,, 13472,, 9595, 676, 1183, 14456, 6663,, 1098, 6963,,,,,,, 3940, 893
, 617, 8816,,, 5516, 1717, 11199, 3307,, 11684, 11923,, 9305,,, 5795,, 11106, 13261,, 3467, 4395, 9031, 4305, 1508, 12189, 3835,,,,,, 6618,,, 3036,,, 6669,,, 905,,, 12709, 4071,, 1798,,,,,,, 8718,,, 8612, 3404, 9075,, 14686,, 7665, 3554,, 12913, 13553,, 9469, 7633, 9117, 11050,, 10675, 7512, 6394,, 13473,, 9596, 677, 1206, 14457, 6664,, 1117, 6964,,,,,,, 3941, 894
, 618, 8835,,, 5517, 1738, 11200, 3308,, 11685, 11924,, 9306,,, 5796,, 11107, 13262,, 3489, 4396, 9032, 4306, 1509, 12190, 3836,,,,,, 6619,,, 3037,,, 6670,,, 906,,, 12710, 4072,, 1799,,,,,,, 8719,,, 8613, 3425, 9076,, 14687,, 7666, 3574,, 12914, 13576,, 9470, 7634, 9118, 11051,, 10697, 7534, 6866,, 13474,, 9597, 694, 1207, 14458, 6665,, 1118, 6965,,,,,,, 3942, 895
, 632, 8836,,, 5518, 1739, 11218, 3309,, 12158, 11945,, 9307,,, 5797,, 11108, 13283,, 3490, 4397, 9033, 4324, 1510, 12191, 3855,,,,,, 7144,,, 3038,,, 6671,,, 907,,, 12735, 4073,, 1800,,,,,,, 9267,,, 8614, 3426, 9077,, 14688,, 7667, 3575,, 12915, 13577,, 9491, 7653, 9142, 11052,, 10698, 7535, 6867,, 13475,, 9598, 695, 1606, 14480, 6686,, 1119, ,,,,,,, 3943, 896
, 633, 8837,,, 5539, 1740, 11219, 3310,, 12159, 11946,, 9308,,, 5798,, 11109, 13284,, 3990, 4398, 9034, 4325, 1511, 12192, 3856,,,,,, 7145,,, 3059,,, 6672,,, 926,,, 13335, 4074,, 1819,,,,,,, 9292,,, 8615, 3427, 9078,, 14689,, 7686, 3576,, 12916, 13578,, 9492, 7654, 9714, 11067,, 10699, 7536, 6868,, 13495,, 9619, 696, 1607, 14481, 6687,, 1120,,,,,,,, 3963, 897
, 634, 8838,,, 5540, 1741, 11220, 3311,, 12160, 11947,, 9326,,, 5799,, 11110, 13285,, 3991, 4419, 9035, 4326, 1512, 12613, 4307,,,,,, 7146,,, 3060,,, 6673,,, 927,,, , 4095,, 1820,,,,,,, 9293,,, 8637, 3428, 9079,, 14690,, 7687, 3577,, 12917, 13600,, 9493, 7655, 9715, 11068,, 10700, 7537, 6869,, 13496,, 9620, 697, 1631, 14482, 6688,, 1121,,,,,,,, 3964, 898
, 635, 8839,,, 5541, 1742, 11221, 3329,, 12161, 11948,, 9327,,, 5800,, 11130, 13286,, 4014, 4420, 9036, 4327, 1513, 12614, 4308,,,,,, 7169,,, 3061,,, 6674,,, 928,,,, 4096,, 1821,,,,,,, 9317,,, 8638, 3429, 9080,, 14712,, 7688, 3578,, 12937, 13601,, 9494, 7678, 9716, 11069,, 11249, 7559, 6870,, 13497,, 9621, 698, 1632, 14957, 6689,, 1122,,,,,,,, 3965, 899
, 636, 8840,,, 5542, 1763, 11222, 3330,, 12182, 11949,, 9328,,, 5818,, 11131, 13287,, 4015, 4421, 9055, 4328, 1514, 12615, 4331,,,,,, 7170,,, 3484,,, 6675,,, 929,,,, 4097,, 1822,,,,,,, 9318,,, 8639, 3450, 9100,, 14713,, 7689, 3579,, 12938, 13602,, 9495, 7679, 9717, 11070,, 11250, 7560, 6889,, 13498,, 9622, 699, 1633, 14980, 6690,, 1142,,,,,,,, 3966, 900
, 637, 8860,,, 5543, 1764, 11223, 3331,, 12183, 11950,, 9329,,, 5819,, 11132, 13309,, 4016, 4422, 9056, 4329, 1533, 12616, 4332,,,,,, 7171,,, 3509,,, 6692,,, 930,,,, 4098,, 1823,,,,,,, 9319,,, 8663, 3451, 9101,, 14714,, 7690, 3600,, 12939, 13603,, 9516, 7703, 9718, 11071,, 11272, 7561, 6890,, 13499,, 9623, 700, 1656, 14981, 7211,, 1143,,,,,,,, 3988, 916
, 638, 8861,,, 5564, 1765, 11224, 3332,, 12184, 11969,, 9330,,, 5820,, 11133, 13310,, 4039, 4423, 9057, 4330, 1534, 12637, 4333,,,,,, 7172,,, 3510,,, 6693,,, 931,,,, 4099,, 1824,,,,,,, 9343,,, 9087, 3452, 9102,, 14715,, 7691, 3601,, 12940, 13625,, 9517, 7704, 9741, 11072,, 11273, 8008, 6891,, 14047,, 10196, 701, 1657, 14982, 7212,, 1144,,,,,,,, 3989, 917
, 639, 8862,,, 5565, 1766, 11225, 3333,, 12185, 11970,, 9331,,, 5821,, 11134, 13311,, 4040, 4443, 9058, 4349, 1535, 12638, 4334,,,,,, 7194,,, 3534,,, 6694,,, 932,,,, 4121,, 1825,,,,,,, ,,, 9110, 3453, 9103,, 15237,, 7692, 3602,, 12941, 13626,, 9518, 8102, 9742, 11073,, 11274, 8009, 6892,, 14048,, 10221, 702, 1658, 15002, 7213,, 1145,,,,,,,, 4486, 918
, 640, 8863,,, 5566, 1767, 11243, 3334,, 12186, 11971,, 9332,,, 5822,, 11135, 13809,, 4041, 4444, 9059, 4350, 1536, 12639, 4356,,,,,, 7195,,, 3535,,, 6695,,, 933,,,, 4122,, 1843,,,,,,,,,, 9111, 3454, 9104,, 15238,, 7711, 3603,, 12942, 13627,, 9519, 8103, 10342, 11074,, 11275, 8010, 6893,, 14049,, 10222, 719, 1681, 15003, 7234,, 1167,,,,,,,, 4487, 919
, 641, 8864,,, 5567, 1789, 11244, 3335,, 12187, 11972,, 9333,,, 5823,, 11136, 13810,, 4064, 4445, 9060, 4351, 1537, 12640, 4357,,,,,, 7196,,, 3536,,, 6696,,, 953,,,, 4123,, 1844,,,,,,,,,, 9112, 3475, 9105,, 15261,, 7712, 3604,, 12962, 13628,, 9520, 8126, , 11075,, 11297, 8011, 6894,, 14050,, 10244, 720, 1682, 15004, 7235,, 1168,,,,,,,, 4488, 920
, 642, 8865,,, 5568, 1790, 11245, 3336,, 12188, 11973,, 9334,,, 5824,, 11155, 13811,, 4065, 4446, 9061, 4352, 1538, 12641, 4358,,,,,, 7197,,, 3538,,, 6697,,, 954,,,, 4124,, 1845,,,,,,,,,, 9113, 3476, 9125,, 15262,, 7713, 3605,, 12963, 13650,, 9541, 8127,, 11076,, 11298, 8033, 6895,, 14070,, 10245, 721, 1683, 15005, 7236,, 1169,,,,,,,, 4490, 921
, 643, 8885,,, 5589, 1791, 11246, 3337,, 12206, 11974,, 9354,,, 5825,, 11156, 13812,, 4066, 4447, 9081, 4353, 1558, 12642, 4359,,,,,, 7219,,, 3558,,, 6698,,, 955,,,, 4148,, 1846,,,,,,,,,, 9114, 3500, 9126,, 15263,, 7714, 3628,, 12964, 13651,, 9542, 8128,, 11077,, 11299, 8034, 6896,, 14071,, 10246, 722, 1684, 15006, 7237,, 1192,,,,,,,, 4491, 922
, 657, 8886,,, 5590, 1792, 11247, 3354,, 12207, 11975,, 9355,,, 5843,, 11157, 13813,, 4089, 4468, 9082, 4354, 1559, 12662, 4360,,,,,, 7220,,, 3559,,, 6699,,, 956,,,, 4647,, 1847,,,,,,,,,, 9134, 3976, 9127,, 15264,, 7715, 3629,, 12965, 13652,, 9543, 8129,, 11092,, 11300, 8035, 6915,, 14072,, 10247, 723, 1704, 15007, 7238,, 1193,,,,,,,, 4492, 942
, 658, 8887,,, 5591, 1817, 11248, 3355,, 12208, 11994,, 9356,,, 5844,, 11158, 13834,, 4090, 4469, 9083, 4355, 1560, 12663, 4380,,,,,, 7221,,, 3560,,, 6700,,, 957,,,, 4648,, 1848,,,,,,,,,, 9135, 3977, 9128,, 15285,, 7716, 3630,, 12966, 13653,, 9544, 8130,, 11093,, 11325, 8036, 6916,, 14073,, 10869, 724, 1705, 15028, 7239,, 1594,,,,,,,, 4511, 943
, 659, 8888,,, 5592, 2214, 11269, 3356,, 12209, 11995,, 9357,,, 5845,, 11159, 13835,, 4091, 4470, 9084, 4374, 1561, 12664, 4381,,,,,, 7797,,, 3561,,, 6718,,, 980,,,, 4649,, 1849,,,,,,,,,, 9136, 3978, 9129,, 15286,, 7717, 3631,, 12967, 13654,, 9545, 8151,, 11094,, 11898, 8037, 6917,, 14074,, 10870, 725, 1706, 15029, 7259,, 1595,,,,,,,, 4512, 944
, 660, 9312,,, 5593, 2215, 11270, 3357,, 12210, 11996,, 9358,,, 5846,, 11160, 13836,, 4114, 4471, 9085, 4375, 1562, 12665, 4382,,,,,, 7844,,, 3562,,, 6719,,, 981,,,, 4672,, 1850,,,,,,,,,, 9137, 4000, 9130,, 15287,, 7737, 3656,, 12987, 13675,, 9567, 8152,, 11095,, 11899, 8059, 6918,, 14075,, , 726, 1707, 15030, 7260,, 1596,,,,,,,, 4513, 1419
, 661, 9316,,, 5614, 2217, 11271, 3358,, 12211, 11997,, 9359,,, 5847,, 11161, 13837,, 4115, 4472, 9086, 4376, 1563, 12666, 4383,,,,,, ,,, 3563,,, 6720,,, 982,,,, 4673,, 1868,,,,,,,,,, 9138, 4001, 9152,, 15288,, 7738, 4079,, 12988, 13676,, 9568, 8153,, 11096,, 11900, 8060, 6919,, 14094,,, 727, 1708, 15031, 7261,, 1597,,,,,,,, 4514, 1442
, 662, 9337,,, 5615, 2239, 11294, 3359,, 12212, 11998,, 9380,,, 5848,, 11181, 13838,, 4116, 4493, 9106, 4377, 1583, 12667, 4384,,,,,,,,, 3583,,, 6721,,, 1431,,,, 4674,, 1869,,,,,,,,,, 9139, 4002, 9153,, 15289,, 7739, 4080,, 12989, 13677,, 9569, 8154,, 11097,, 11925, 8061, 6920,, 14095,,, 745, 1709, 15032, 7262,, 1598,,,,,,,, 4515, 1443
, 663, 9338,,, 5616, 2240, 11295, 3360,, 12213, 11999,, 9381,,, 5849,, 11182, 13839,, 4616, 4494, 9107, 4378, 1584, 12686, 4385,,,,,,,,, 3584,,, 6722,,, 1432,,,, 4697,, 1870,,,,,,,,,, 9140, 4003, 9154,, 15310,, 7740, 4081,, 12990, 13678,, 9593, 8155,, 11098,, 12523, 8062, 6921,, 14096,,, 746, 1728, 15053, 7263,, 1619,,,,,,,, 4516, 1444
, 664, 9339,,, 5617, 2241, 11296, 3361,, 12230, 12000,, 9382,,, 5850,, 11183, 13840,, 4641, 4495, 9108, 4379, 1585, 12687, 4386,,,,,,,,, 3585,,, 6723,,, 1452,,,, 4698,, 1871,,,,,,,,,, 9141, 4004, 9177,, 15311,, 7741, 4101,, 12991, 13679,, 10044, 8156,, 11099,, 12524, 8063, 6940,, 14097,,, 747, 1729, 15054, 7264,, 1620,,,,,,,, 4517, 1445
, 665, 9340,,, 6189, 2242, 11742, 3362,, 12231, 12019,, 9383,,, 5871,, 11184, 13858,, 4664, 4496, 9109, 4399, 1586, 12688, 4405,,,,,,,,, 3586,,, 6724,,, 1456,,,, 4699,, 1872,,,,,,,,,, 9158, 4025, 9178,, 15312,, 7742, 4102,, 13012, 13700,, 10045, 8157,, 11100,, 12525, 8084, 6941,, 14098,,, 748, 1730, 15055, 7265,, 1621,,,,,,,, 4536, 1466
, 666, 9341,,, 6190, 2262, 11743, 3363,, 12232, 12020,, 9384,,, 5872,, 11185, 13859,, 4666, 4518, 9132, 4400, 2060, 12689, 4406,,,,,,,,, 3587,,, 6725,,, 1457,,,, 4722,, 2348,,,,,,,,,, 9159, 4026, 9203,, 15313,, 7743, 4103,, 13013, 13701,, 10068, 8158,, 11101,, , 8085, 6942,, 14099,,, 749, 1731, 15056, 7266,, 1622,,,,,,,, 4537, 1467
, 667, 9342,,, 6191, 2263, 11744, 3380,, 12233, 12021,, 9409,,, 5873,, 11186, 13860,, 4691, 4519, 9133, 4401, 2061, 12690, 4407,,,,,,,,, 3588,,, 6745,,, 1477,,,, 4723,, 2349,,,,,,,,,, 9160, 4027, 9601,, 15314,, 7761, 4104,, 13014, 13702,, 10069, 8176,, 11102,,, 8086, 6943,, 14100,,, 750, 1732, 15057, 7284,, 1623,,,,,,,, 4538, 1468
, 668, 9361,,, 6192, 2264, 11745, 3381,, 12234, 12022,, 9853,,, 5874,, 11207, 13861,, 4716, 4994, 9581, 4402, 2062, 12691, 4408,,,,,,,,, 3608,,, 6746,,, 1481,,,, 4724,, 2350,,,,,,,,,, 9161, 4028, 9626,, 15315,, 7762, 4105,, 13015, 13703,, 10070, 8177,, 11120,,, 8087, 6944,, 14119,,, 751, 1733, 15078, 7285,, 1644,,,,,,,, 4539, 1469
, 682, 9362,,, 6214, 2265, 11766, 3382,, 12235, 12023,, 9854,,, 5875,, 11208, 13862,, , 4996, 9582, 4403, 2063, 12692, 4409,,,,,,,,, 3609,,, 6747,,, 1506,,,, 4747,, 2371,,,,,,,,,, 9162, 4029, 9627,, 15336,, 7763, 4106,, 13016, 13725,, 10092, 8178,, 11121,,, 8088, 6945,, 14120,,, 752, 1734, 15080, 7286,, 1645,,,,,,,, 4540, 1470
, 683, 9363,,, 6215, 2266, 11767, 3383,, 12236, 12024,, 9878,,, 5897,, 11209, 13863,,, 4997, 9583, 4404, 2084, 12711, 4410,,,,,,,,, 3610,,, 6748,,, 1528,,,, 4748,, 2372,,,,,,,,,, 9163, 4050, 9649,, 15337,, 7764, 4107,, 13037, 13726,, 10093, 8179,, 11122,,, 8109, 6946,, 14121,,, 770, 1753, 15081, 7287,, 1646,,,,,,,, 4541, 1471
, 684, 9364,,, 6216, 2267, 11768, 3384,, 12237, 12025,, 9879,,, 5898,, 11210, 13864,,, 4998, 9584, 4425, 2085, 12712, 4411,,,,,,,,, 3611,,, 6749,,, 1529,,,, 5298,, 2373,,,,,,,,,, 9164, 4051, 9650,, 15338,, 7765, 4126,, 13038, 13727,, 10094, 8180,, 11123,,, 8110, 6966,, 14122,,, 771, 1754, 15082, 7288,, 1647,,,,,,,, 4542, 1472
, 685, 9365,,, 6217, 2268, 11769, 3385,, 12255, 12044,, 9880,,, 5899,, 11233, 13883,,, 5020, 9606, 4427, 2086, 12713, 4429,,,,,,,,, 3612,,, 6750,,, 1530,,,, 5299,, 2374,,,,,,,,,, 9165, 4052, 9651,, 15339,, 7766, 4127,, 13039, 13728,, 10095, 8181,, 11124,,, 8111, 6967,, 14123,,, 772, 1755, 15106, 7289,, 1648,,,,,,,, 4543, 1491
, 686, 9366,,, 6239, 2288, 11770, 3386,, 12256, 12045,, 9902,,, 5900,, 11234, 13884,,, 5021, 9607, 4428, 2087, 12714, 4430,,,,,,,,, 3613,,, 6771,,, 1531,,,, 5323,, 2375,,,,,,,,,, 9166, 4053, 9652,, 15340,, 7786, 4128,, 13040, 13750,, 10116, 8182,, 11125,,, 8112, 6968,, 14124,,, 773, 1756, 15107, 7290,, 1649,,,,,,,, 4562, 1492
, 687, 9367,,, 6240, 2289, 11771, 3387,, 12257, 12046,, 9903,,, 5923,, 11680, 13885,,, 5022, 9608, 4876, 2088, 12715, 4431,,,,,,,,, 3614,,, 6772,,, 1532,,,, 5324,, 2394,,,,,,,,,, 9184, 4054, 9653,, 15361,, 7787, 4129,, 13465, 14152,, 10117, 8183,, 11126,,, 8113, 6969,, 14125,,, 774, 1757, 15605, 7291,, 1650,,,,,,,, 4563, 1493
, 688, 9368,,, 6241, 2290, 11772, 3388,, 12258, 12047,, 9904,,, 5924,, 11681, 13886,,, 5023, 9609, 4877, 2089, 12716, 4432,,,,,,,,, 3632,,, 6773,,, 1554,,,, 5348,, 2395,,,,,,,,,, 9185, 4075, 9654,, ,, 7788, 4130,, 13466, 14153,, 10118, 8184,, 11127,,, 8134, 6970,, 14145,,, 775, 1758, 15606, 7311,, 1668,,,,,,,, 4564, 1494
, 689, 9385,,, 6864, 2291, 11773, 3405,, 12259, 12048,, 9905,,, 6348,, 11705, 13887,,, 5044, 9610, 4899, 2109, 12717, 4433,,,,,,,,, 3633,,, 6774,,, 1555,,,, 5349,, 2396,,,,,,,,,, 9186, 4076, 9674,,,, 7789, 4131,, 13488, 14176,, 10119, 8201,, 11148,,, 8135, 6991,, 14146,,, 776, 1759, 15607, 7312,, 1669,,,,,,,, 4565, 1495
, 690, 9386,,, 6865, 2292, 11791, 3406,, 12260, 12049,, 9906,,, 6349,, 11706, 13888,,, 5045, 9631, 4900, 2110, 12736, 4434,,,,,,,,, 3634,,, 6775,,, 1556,,,, ,, 2397,,,,,,,,,, 9187, 4077, 9675,,,, 7811, 4149,, 13489, 14177,, 10120, 8202,, 11149,,, 8136, 6992,, 14147,,, 777, 1778, , 7313,, 1670,,,,,,,, 4566, 1496
, 691, 9387,,, 7489, 2293, 11792, 3407,, 12261, 12050,, 9926,,, 6350,, 11707, 13908,,, 5046, 9632, 4901, 2111, 12737, 4435,,,,,,,,, 3635,,, 6796,,, 1557,,,,,, 2398,,,,,,,,,, 9188, 4078, 9676,,,, 7812, 4150,, 13490, 14178,, 10141, 8203,, 11150,,, 8159, 6993,, 14148,,, 795, 1779,, 7836,, 1671,,,,,,,, 4567, 1497
, 692, 9388,,, , 2313, 11793, 3408,, 12262, 12069,, 9927,,, 6371,, 11708, 13909,,, 5047, 9633, 4902, 2112, 12738, 4436,,,,,,,,, 3636,,, 6797,,, 1580,,,,,, 2399,,,,,,,,,, 9189, 4100, 9677,,,, 7813, 4151,, 13491, 14201,, 10142, 8204,, 11151,,, 8160, 6994,, 14672,,, 796, 1780,, 7837,, 1672,,,,,,,, 4568, 1498
, 693, 9389,,,, 2314, 11794, 3409,, 12280, 12070,, 9928,,, 6372,, 11709, 13910,,, 5048, 9634, 4903, 2113, 12739, 4454,,,,,,,,, 3637,,, 6798,,, 1581,,,,,, 2400,,,,,,,,,, 9190, 4125, 9678,,,, 7838, 4152,, 13492, 14202,, 10143, 8205,, 11175,,, 8634, 6995,, 14673,,, 797, 1781,, ,, 1673,,,,,,,, 4588, 1517
, 707, 9390,,,, 2315, 11795, 3410,, 12281, 12071,, 9929,,, 6373,, 11710, 13911,,, 5069, 9635, 4904, 2114, 12740, 4455,,,,,,,,, 3638,,, 6799,,, 1582,,,,,, 2419,,,,,,,,,, 9191, 4602, 9679,,,, 8262, 4153,, 13513, 14203,, 10144, 8206,, 11568,,, 8635, 7017,, 14674,,, 798, 1782,,,, 1674,,,,,,,, 4589, 1518
, 708, 9391,,,, 2316, 11796, 3411,, 12282, 12072,, 9930,,, 6374,, 11729, 13912,,, 5070, 9636, 4905, 2134, 12741, 4456,,,,,,,,, 3639,,, 6821,,, 2206,,,,,, 2420,,,,,,,,,, 9209, 4603, 9700,,,, 8263, 4154,, 13514, 14225,, 10145, 8207,, 11569,,, 8636, 7018,, 14675,,, 799, 1783,,,, 1675,,,,,,,, 4590, 1519
, 709, 9392,,,, 2317, 11797, 3412,, 12283, 12073,, 9931,,, 6375,, 11730, 13934,,, 5071, 9655, 4923, 2135, 12742, 4457,,,,,,,,, 3657,,, 6822,,, 11456,,,,,, 2421,,,,,,,,,, 9210, 4625, 9701,,,, 8264, 4155,, 13515, 14226,, 10166, 8208,, 11570,,, 8659, 7491,, 14695,,, 800, 1784,,,, 1693,,,,,,,, 4591, 1520
, 710, 9393,,,, 2318, 11798, 3430,, 12284, 12074,, 9932,,, 6395,, 11731, 13935,,, 5072, 9656, 4924, 2136, 12762, 4458,,,,,,,,, 3658,,, 6823,,, 11477,,,,,, 2422,,,,,,,,,, 9211, 4626, 9702,,,, 8265, 4173,, 13516, 14227,, 10167, 8209,, 11571,,, 8660, 7492,, 14696,,, 801, 1806,,,, 1694,,,,,,,, 4613, 1521
, 711, 9394,,,, 2338, 11799, 3431,, 12285, 12075,, 9951,,, 6396,, 11732, 13936,,, 5073, 9657, 4925, 2137, 12763, 4459,,,,,,,,, 3659,,, 7198,,, 11478,,,,,, 2423,,,,,,,,,, 9212, 4627, 9703,,,, 8266, 4174,, 13517, 14228,, 10168, 8225,, 11592,,, 8661, 7493,, 14697,,, 823, 1807,,,, 1695,,,,,,,, 4614, 1522
, 712, 9395,,,, 2339, 11817, 3432,, 12286, 12096,, 9952,,, 6397,, 11733, 13937,,, 5094, 9658, 4926, 2138, 12764, 4460,,,,,,,,, 3660,,, 7199,,, 11479,,,,,, 2424,,,,,,,,,, 9213, 4628, 9704,,,, 8287, 4175,, 13537, 14250,, 10169, 8226,, 11593,,, 8662, 7494,, 14698,,, 824, 1808,,,, 1696,,,,,,,, 5111, 1523
, 713, 9410,,,, 2340, 11818, 3433,, 12306, 12097,, 9953,,, 6398,, 11734, 13959,,, 5095, 9659, 4927, 2159, 12765, 4461,,,,,,,,, 3661,,, 7200,,, 11480,,,,,, 2425,,,,,,,,,, 9214, 4650, 9705,,,, 8288, 4176,, 13538, 14251,, 10170, 8227,, 11594,,, 8684, 7495,, 14699,,, 825, 1832,,,, 1697,,,,,,,, 5112, 1524
, 714, 9411,,,, 2341, 11819, 3434,, 12307, 12098,, 9954,,, 6399,, 11735, 13960,,, 5096, 9660, 4928, 2160, 12766, 4479,,,,,,,,, 3662,,, 7222,,, 11481,,,,,, 2443,,,,,,,,,, 9215, 4651, 9725,,,, 8289, 4177,, 13539, 14252,, 10191, 8228,, 11595,,, 8685, 7516,, 14700,,, 849, 2308,,,, 1698,,,,,,,, 5113, 1543
, 715, 9412,,,, 2342, 11820, 3435,, 12308, 12099,, 9955,,, 6400,, 11736, 13961,,, 5097, 9661, 4929, 2161, 12788, 4480,,,,,,,,, 3684,,, 7223,,, 11503,,,,,, 2444,,,,,,,,,, 9216, 4652, 9726,,,, 8290, 4178,, 13540, 14253,, 10192, 8229,, 11596,,, 8686, 7517,, 14719,,, 850, 2330,,,, 1699,,,,,,,, 5115, 1544
, 716, 9413,,,, 2343, 11821, 3436,, 12309, 12100,, 9956,,, 6418,, 11754, 14459,,, 5119, 9680, 4930, 2162, 12789, 4481,,,,,,,,, 3685,,, 7224,,, 11504,,,,,, 2445,,,,,,,,,, 9234, 4653, 9727,,,, 8291, 4179,, 13541, 14275,, 10193, 8230,, 11597,,, 8687, 7518,, 14720,,, 1201, 2331,,,, 1700,,,,,,,, 5116, 1545
, 717, 9414,,,, 2364, 11822, 3437,, 12310, 12546,, 9957,,, 6419,, 11755, 14460,,, 5120, 9681, 4931, 2163, 12790, 4482,,,,,,,,, 4133,,, 7225,,, 11505,,,,,, 2446,,,,,,,,,, 9235, 4654, 9728,,,, 8312, 4180,, 13542, 14276,, 10194, 8231,, 11617,,, 8688, 7519,, 14721,,, 1226, 2332,,,, 1718,,,,,,,, 5136, 1546
, 733, 9415,,,, 2365, 11823, 3457,, 12311, 12547,, 9958,,, 6420,, 11756, 14461,,, 5121, 9682, 4948, 2184, 12791, 4483,,,,,,,,, 4134,,, 7244,,, 11529,,,,,, 2447,,,,,,,,,, 9236, 4675, 9729,,,, 8313, 4199,, 13562, 14277,, 10195, 8232,, 11618,,, 8709, 7520,, 14722,,, 1227, 2333,,,, 1719,,,,,,,, 5137, 1547
, 734, 9416,,,, 2366, 11824, 3458,, 12335, 12548,, 9979,,, 6421,, 11757, 14462,,, 5144, 9683, 4949, 2185, 12814, 4484,,,,,,,,, 4135,,, 7245,,, 11530,,,,,, 2448,,,,,,,,,, 9237, 4676, 9730,,,, 8314, 4200,, 13563, 14278,, 10218, 8233,, 11619,,, 8710, 7521,, 14723,,, 1248, 2354,,,, 1720,,,,,,,, 5138, 1568
, 735, 9417,,,, 2367, 11842, 3459,, 12336, 12549,, 9980,,, 6422,, 11758, 14463,,, 5597, 9684, 4950, 2186, 12815, 4485,,,,,,,,, 4158,,, 7246,,, 11555,,,,,, 2449,,,,,,,,,, 9238, 4677, 9750,,,, 8315, 4201,, 13564, 14300,, 10219, 8234,, 11620,,, 8711, 7541,, 14724,,, 1249, 2355,,,, 1721,,,,,,,, 5139, 1569
