1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
,9938,243,56,7097,7819,815,6019,7697,9656,3639,581,510,6944,7505,9886,7313,3085,2992,5857,11267,9321,3822,7114,,11745,142,2493, ,467,2078,13628,4626,10478,376,7866,625,3587,2525,2050,9027,10638,9621,9253,13508,283,,8413,2297,2841,571,5151,9396,9071,5318,10096,12100,5358,10834,8061,4060,2373,9799,971,9415,1363,3067,11131,14612,1341,6148,501,10168,1811,2682,699,4269,4472,8236,1617,5382,663,5494,13760,11987,11619,839,11684,11561,2641,12974
,9960,244,57,7098,7820,816,6020,7698,10180,3640,582,511,6945,7506,9887,7314,3107,2993,5858, ,9322,4368,7115,,11746,143,2494,,468,2079,13651,4627,10479,377,7890,626,3608,2526,2051,9028,10639,9643,9254,13509,284,,8414,2298,2862,572,5152,9419,9072,5319,10118,12122,5359,10835,8062,4061,2374,9800,995,9416,1386,3068,11132,14613,1342,6149,502,10169,1812,2683,721,4270,4473,8237,1639,5383,664,5495,13784,12537,11620,862,12208,11562,2642,12975
,9961,245,58,7099,7842,817,6021,7699,10181,3661,583,512,6946,7507,9888,7335,3108,2994,5859,,9323,4369,7116,,12296,144,2495,,469,2080,13652,4628,10501,378,7891,627,3609,2527,2072,9029,10663,9644,9255,13530,285,,8415,2299,2863,573,5153,9420,9073,5320,10119,12123,5958,10836,8084,4634,2396,9801,996,9439,1387,3069,11133,14614,1364,6150,503,10187,1836,2684,722,4293,4474,8238,1640,5403,665,5515,13785,12561,11621,863,12209,11563,2643,12997
,9962,246,59,7120,7843,837,6022,7700,10205,3662,584,513,6964,7508,9889,7336,3109,3518,5860,,9324,4370,7117,,12297,145,2496,,470,2081,13653,4629,10502,379,7916,648,3610,2528,2073,9049,10664,9645,9277,13531,286,,8416,2300,2864,574,5154,9421,9097,5321,10120,12124,5959,10837,8085,4635,2397,9821,997,9440,1388,3092,11134,14637,1365,6151,524,10188,1837,2685,723,4294,4496,8239,1641,5404,686,5516,13786,12562,11622,864,12233,11564,2644,12998
,9963,247,60,7121,7844,838,6023,8198,10206,3663,605,514,6965,7509,9890,7337,3110,3519,5861,,9325,4371,7118,,12320,146,2497,,491,2082,13675,4630,10503,399,8440,649,3611,2529,2074,9050,11190,9646,9278,13532,287,,8438,2824,2865,592,5176,9444,9098,5342,10619,12125, ,10860,8086,4636,2398,9822,1022,9441,1411,3093,11156,14638,1366,6152,525,10189, ,2707,724,4295,4497,8261,1665,5405,687,5517,13809,12563,11643,865,12234,11565,2645,12999
,9985,248,61,7122,7845,840,6044,8221,10207,3664,606,515,6966,7524,9914,7338,3133,3520,5882,,9346,4372,7139,,12321,166,2519,,492,2102,13676,4631,10504,400,8464,650,3612,2530,2075,9051,11191,9670,9279,13533,305,,8439,2825,2866,593,5177,9445,9122,5343,10620,12650,,10861,8087,4659,2422,9823,1445,9442,2011,3642,11157,14639,1391,6173,526,10190,,2708,746,4296,4498,8262,1666,5406,688,5518,13810,12564,11644,887,12235,11566,2646,13000
,9986,249,74,7123,7846,841,6045,8222,10230,3665,607,516,6967,7525,10338,7339,3134,3542,5883,,9347,4393,7140,,12322,167,2520,,493,2103,13677,4650,10526,401,8465,674,3634,2531,2076,9052,11214,9671,9280,13556,306,,8938,2826,2867,594,5178,9446,9672,5344,10621,12673,,10862,8088,4660,2423,9824,1469,9463,2012,3643,11158,14662,1892,6174,527,10191,,2709,747,4318,4499,8263, ,5407,689,5519,14384,12584,11645,888,12258,11567,2667,13023
,9987,250,75,7124,7867,842,6046,8223,10231,3666,608,535,6968,7526,10339,7360,3658,3543,5884,,9348,4394,7165,,12345,168,2521,,494,2104,13678,4651,10527,402,8490,675,3635,2532,2098,9053,11215,10195,9281,13557,307,,8939,2827,2887,595,5179, ,9697,5345,10622,12674,,11358,8109,4661,2448,9825,1470,9464,2036,3667,11159,14663,1893,6175,528,10192,,2710,748,4319,4500,8264,,5408,1260,5520,14385,12585,11646,889,12259,11585,2668,13024
,9988,251,76,7125,7868,866,6047,8224,10232,3686,609,538,6969,7527,10340,7361,3659,3544,5885,,9349,4395,7640,,12346,169,3094,,517,2105,13701,4652,10528,403,9090,1176,3636,2533,2099,9074,11216,10219,9282,14156,308,,8963,2848,2888,596,5201,,9722,5868,10644,12675,,11359,8110,4685,2902,9826,1493,9465, ,3668,11631,15238,1916,6198,550,10193,,3183,749,4320,4521,8287,,5428,1261,5541,14410,12586,11669,890,12260,11586,2669,13025
,10011,268,77,7145,7869,867,6070,8246,10255,3687,1079,539,6970,7528,10363,7362,3660,3545,5886,,9372,4396,7641,,12347,642,3095,,993,2106,13702,4653,11052,404, ,1177,3637,2550,2100,9075,11239,10220,9283,14157,309,,8964,2849,2889,597,5202,, ,5869,10645,12698,,11360,8111, ,2903,9847,1494,9466,,3692,11654,15239,1917,6199,1023,10194,,3207,771,4321,4522,8288,,5429,1262,5542,14435,12587,11670,891,12283,11587,2670,13523
,10012,269,78,7146,7870,1389,6071,8247,10256,3688,1080,540,6971,7529,10364,7363,3682,3566,5887,,9373,4397,7642,,12370,643,3096,,994,2128,13703,4654,11053,428,,1199,4133,2551,2648,9076,11240,10221,9303, ,310,,8965,2850,2890,598,5203,,,5870,10646,12699,,11382,8112,,2926,9848,1495,9467,,3693,11655, ,1918,6200,1024,10213,,3208,772,4343,4523,8289,,5430,1263,5543,15010,12588,11694,912,12284,11588,2671,13548
,10036,270,79,7147,7871,1390,6619,8248,10257,3689,1081,541,6991,7530,10365,7385,3683,3567,5908,,9846,4398,7665,,12371,667,3097,,1018,2129,13726,4655,11076,429,,1200,4134,2552,2649,9077,11241,10244,9304,,311,,8966,2851,2891,618,5204,,,5891,10647,12700,,11383,8113,,2927,9849,1517,9489,,3717,11656,,1940,6223,1026,10216,,3209,773,4344,4524,8313,,5431,1264,5544,15035,12589,12195,913,12285,11589,2693,13549
,10061,271,80,7148,7892,1412,6620,8249,10281,3690,1082,560,6992,7531,10366,7386,3684,3568,5909,,9870,4418,7666,,12372,668,3118,,1019,2130,13727,4656,11077,877,,1201,4135,2553,2650,9099,11260,10245,9305,,312,,8967,2852,2912,619,5225,,,5892,10648,12722,,11384,8135,,2928,9850,1518,9490,,3718,11657,,1941,6224,1047,10217,,3231,1271,4345,4525,8836,,5432,1265,5545,15060,12609,12196,914,12859,11590,2694,13550
,10559,272,81,7149,7893,1413,6621,8250,10805,3691,1104,585,6993,7532,10367,7837,3685,3569,5910,,9871,4419,7667,,12922,669,3119,,1020,2653,13728,4674,11078,878,,1202,4158,2554,2651,9100,11261,10246,9306,,330,,8988,2853,2913,620,5226,,,5893,10649,12723,,11385,8136,,2929,9874,1519,9491,,3742,11679,,1942,6225,1048,10218,,3232,1272,4346,4546,8837,,5433,1266,5546, ,12610,12218,915,12884,11591,2695,13551
,10560,273,82,7171,7894,1414,6622,8271,10806,3711,1105,1037,6994,7533,10388,7859,3706,3570,5911,,9872,4420,7668,,12946,692,3120,,1021,2654,14226,4675,11079,902,,1203,4159,2555,2672,9124,11262,10247,9307,,331,,8989,2872,2914,621,5227,,,5894,10665,12724,,11386,8137,,2946,9875,1520,9492,,3743,11680,,1943,6248,1049,10242,,3233,1273,4895,4547,8861,,5454,1285,5566,,12611,12219,916, ,11592,2696,13573
,10561,274,83,7172,7895,1415,6643,8272,10830,3712,1106,1038,6995,7534,10389,7860,3707,3591,5912,,9873,4421,7689,,12947,693,3121,,1042,2655,14227,4676,11101,903,,1224,4160,2556,2673,9125,11263,10269,9308,,332,,8990,2873,2915,622,5228,,,5895,10666,12725,,11407,8138,,2947,10372,1521,9514,,4267,11681,,1965,6649,1050,10243,,3234,1296,4919,4548,8862,,5455,1286,5567,,12612,12220,938,,12161,3192,13574
,10562,275,84,7173,7896,1416,6644,8273,10831,3713,1107,1039,7018,7548,10390,7861,3708,3592,5933,,9895,4422,7690,,12970,694,3122,,1043,2678,14251,4677,11102,926,,1225,4161,2557,2674,9551,11264,10270,9329,,333,,8991,2874,2916,623,5229,,,5896,10669,12747,,11408,8139,,2948,10373,1542,9515,,4292,11682,,1966,6672,1051,10267,,3235,1297,4920,4549,8863,,5456,1287,5568,,12613,12221,939,,12162,3193,13575
,10563,293,85,7174,7897,1436,6645,8274,10832,3714,1108,1060,7019,7549,10391,7862,3709,3593,5934,,9896,4423,7691,,12971,716,3744,,1044,2679,14252,4678,11103,927,,1226,4182,2576,2675,9552,11265,10271,9330,,334,,8992,2875,2937,1096,5250,,,5916,10670,12748,,11409,8160,,2949,10374,1543,9516,,4317,11704,,1967,6673,1052,10268,,3256,1298,4945,4550,8886,,5457,1288,5569,,12637,12222,940,,12163,3194,13576
,10585,294,99,7196,7917,1437,6646,8275,10855,3715,1129,1061,7541,7550,10392,7863,3710,3594,5935,,9897,4444,7692,,12972,717,3745,,1045,2680,14253,4679,11104,928,,1227,4183,2577,2676,9553,11287,10294,9331,,335,,9013,2876,2938,1120,5751,,,5917,10671,12749,,11410,8161,,2950,10397,1544,9517,, ,11705,,1968,6674,1053,10688,,3257,1299,4970,4571,8887,,5479,1289,5570,,13162,12243,941,,12164,3216,13598
,10586,295,100,7197,7918,1438,6647,8295,10856,3716,1130,1062,7542,7551,10393,7864,3732,3595,5936,,9898,4445,7693,,12995,718,3746,,1046,2681,14276,4680,11126,951,,1228,4184,2578,2697,9576,11288,10295,9879,,336,,9014,2877,2939,1121,5752,,,5918,10672,12750,,11411,8162,,2951,10398,1545,10040,,,11706,,1990,6675,1072,10689,,3258,1321, ,4572,8888,,5480,1290,5571,,13186,12244,963,,12165,3217,13599
,10587,296,101,7198,7919,1439,6648,8296,10857,3736,1131,1063,7543,7552,10413,7885,3733,3616,6405,,9899,4446,7694,,12996,719,3747,,1066,2703,14277,4681,11127,952,,1249,4185,2579,2698,9577,11289,10296,9880,,337,,9015,2878,2940,1122,5753,,,5919,10673,13298,,11412,8163,,2952,10399,1546,10063,,,11707,,1991,6676,1073,10690,,3259,1322,,4573,8889,,5481,1310,5591,,13187,12245,964,,12166,3218,13600
,10588,297,102,7222,7920,1440,6668,8297,10881,3737,1132,1064,7544,7553,10414,7886,3734,3617,6406,,9900,4447,7714,,13547,720, ,,1067,2704,14278,4701,11128,953,,1250,4186,2580,2699,9578,11290,10820,9881,,355,,9016,2896,2965,1143,5776,,,5920,10674,13299,,11432,8164,,2953,10400,1567,10064,,,11708,,1992,6677,1074,10712,,3260,1323,,4574,8912,,5482,1311,5592,,13188,12246,965,,12167,3219,13624
,10610,298,103,7695,8393,1441,6669,8298,11431,3738,1133,1065,7545,7554,10415,7887,3735,3618,6407,,9920,4470,7715,,13571,741,,,1068,2705,14301,4702,11129,975,,1251,4207,2581,2700,9599,11810,10845,9903,,356,,9017,2897,3437,1144,5777,,,5921,10691,13300,,11433,8185,,2971,10401,1568,10065,,,11709,,2016,6697,1075,10713,,3261,1324,,4575,8913,,5504,1312,5593,,13189,12247,988,,12186,3220,13625
,10611,299,104,7720,8394,1442,6670,8299,11456,3739,1153,1084,7564,7555,10416,7888,3758,3619,6408,,9921,4471,7716,,13572,742,,,1069,2706,14302,4703,11151,976,,1252,4208,2582,2701,9600,11811,10846,9904,,357,,9038,2898,3438,1145,5778,,,5941,10692,13323,,11434,8186,,2972,10402,1569,10066,,,11729,,2517,6698,1076,10714,,3280,1346,,4597,8914,,5505,1313,5594,,13209,12268,989,,12187,3240,14173
,10612,300,105,7722,8417,1462,6671,8300,11457,3740,1154,1085,7565,7556,10417,7889,3759,3641,6409,,9922,4993,7717,,14172,743,,,1070,2728,14303,4704,11152,977,,1274,4209,2601,2723,9601,11812,10870,9905,,358,,9039,2899,3439,1146,5779,,,5942,10693,13324,,11435,8187,,2973,10422,1570,10067,,,11730,,2518,6699,1077,10715,,3281,1347,,4598,9462,,5506,1314,5595,,13210,12269,1512,,12188,3241,14176
,10613,320,106,7723,8418,1463,7246,8320,11481,3741,1155,1086,7566,7557,10418,7910,4282,4143,6410,,9923,4994,7718,, ,744,,,1071,2729,14326,4705,11153,978,,1275,4210,2602,2724,9602,11813,10871,9906,,359,,9040,2900,3440,1147,5801,,,5943,10694,13325,,11436,8188,,2974,10423,1571,10088,,,11731,,2541,6700,1078,10716,,3282,1348,,4599,9486,,5982,1335,5596,,13211,12270,1513,,12189,3242,14198
,10636,321,107,7724,8419,1464,7247,8321,12106,3760,1156,1087,7567,7558,10419,7911,4283,4144,6411,,9924,4995,7719,,,745,,,1091,2730,14327,4706,11154,999,,1300,4211,2603,2725,9603,11814,10895,9907,,360,,9041,2901,3441,1167,5802,,,5944,10695,13348,,11437,8684,,2975,10424,1572,10089,,,11732,,2542,6701,1097,10737,,3283,1349,,4600,9487,,5983,1336,5616,,13212,12271,1514,,12190,3243,14199
,10637,322,108,7725,8420,1465,7270,8322, ,4238,1157,1088,7568,7559,10438,7912,4284,4145,6430,,9925,4996,7741,,,766,,,1092,2731,14328,4727,11677,1000,,1801,4212,2604,3274,9623,11815,10896,9908,,361,,9063,2921,3461,1168,5803,,,5945,10696,13349,,11458,8685,,2976,10425,1591,10090,,,11733,,2543,6702,1098,10738,,3284,1371,,4622,9488,,5984,1337,5617,,13213,12272,1515,,12191,3244,14200
,10661,323,109,7745,8441,1466,7271,8323,,4262,1158,1089,7569,7574,10439,7913,4306,4167,6431,,9945,4997,7742,,,767,,,1093,2753,14877,4728,11678,1001,,1802,4233,2605,3275,9624,11816,10920,9929,,362,,9064,2922,3462,1169,5804,,,5946,10697,13350,,11459,8686,,2977,10426,1592,10091,,,11734,,2566,6722,1099,10739,,3285,1372,,4623,9511,,6005,1338,5618,,13214,12294,1537,,12192,3245,14201
,11185,324,124,7746,8442,1467,7272,8324,,4263,1159,1090,7570,7575,10440,7914,4307,4168,6432,,9946,5019,7743,,,768,,,1094,2754,14878,4729,11701,1002,,1826,4234,3076,3297,9625,11817,10921,9930,,363,,9065,2923,3463,1170,5826,,,5947,10698,13373,,11460,8687,,2978,10447,1593,10092,,,11754,,2567,6723,1100,10740,,3286,1373,,4624,9512,,6006,1861,5619,,13234,12295,1538,,12210,3246,14225
,11186,345,125,7747,8443,1468,7294,8325,,4264,1178,1109,7571,7576,10441,7915,4308,4169,6433,,9947,5020,8265,,,769,,,1095,2755,14901,4730,11702,1003,,1827,4235,3077,3298,9626,11835,11496,9931,,380,,9563,2924,3464,1171,5827,,,5967,10699,13374,,11461,8688,,2995,10448,1594,10115,,,11755,,2568,6724,1101,10741,,3306,1374,,4625,9513,,6007,1862,5642,,13235,12319,1539,,12211,3266,14798
,11187,346,126,7748,8444,1487,7295,8823,,4265,1179,1110,7590,7577,10442,7935,4309,4170,6434,,9948,5021,8266,,,770,,,1116,3278,14902,4731,11703,1025,,1849,4236,3078,3299,9627,11836,11521,9932,,381,,9564,2925,3465,1172,5828,,,5968,10717,13375,,11462,8709,,2996,10449,1595,10116,,,11756,,2590,6725,1102,10742,,3307,1396,,5073,9537,,6008,1863,5643,,13236,12820,1540,,12212,3267,14824
,11210,347,127,7749,8445,1488,7296,8846,,4286,1180,1111,7591,7578,10443,7936,4310,4192,6435,,9949,5022,8267,,,791,,,1117,3279,14903,4753,11726,1027,,1850,4237,3101,3300,9628,11837, ,9933,,382,,9565,3426,3466,1173,5829,,,5969,10718,13949,,11483,8710,,2997,10450,1596,10117,,,11757,,2591,6726,1103,10762,,3308,1397,,5074,9538,,6009,1864,5644,,13237,12821,1541,,12213,3268, 
